tour_id,person_id,leg_sequence,population_group,role,origin_type,destination_type,origin_facility_id,destination_facility_id,departure_time_s,origin_tcs_zone,destination_tcs_zone,distance_km,low_classification,base_classification,high_classification
hk_collective_001006::unspecified_ride_tour,hk_collective_001006,4,resident,fixed_worker,dining,home,resident_dining_osm_6925197175_30298,home_hk_collective_001006,89849.0,14,11,13.088214034389535,taxi,other_ride,taxi
hk_collective_001082::unspecified_ride_tour,hk_collective_001082,2,resident,fixed_worker,home,shopping,home_hk_collective_001082,resident_shopping_igeocom_552463,66373.0,13,1,8.9001178369786,taxi,taxi,taxi
hk_collective_001082::unspecified_ride_tour,hk_collective_001082,3,resident,fixed_worker,shopping,shopping,resident_shopping_igeocom_552463,resident_shopping_osm_6445151606_28898,73273.0,1,2,0.8828501944412261,taxi,taxi,taxi
hk_collective_001082::unspecified_ride_tour,hk_collective_001082,4,resident,fixed_worker,shopping,home,resident_shopping_osm_6445151606_28898,home_hk_collective_001082,80173.0,2,13,9.308758628484545,taxi,taxi,taxi
hk_collective_001145::unspecified_ride_tour,hk_collective_001145,2,resident,tertiary_student,home,shopping,home_hk_collective_001145,resident_shopping_osm_12754098301_45622,54087.0,11,11,1.0673817816772946,other_ride,taxi,taxi
hk_collective_001145::unspecified_ride_tour,hk_collective_001145,3,resident,tertiary_student,shopping,home,resident_shopping_osm_12754098301_45622,home_hk_collective_001145,60987.0,11,11,1.0673817816772946,other_ride,taxi,taxi
hk_collective_001202::unspecified_ride_tour,hk_collective_001202,2,resident,fixed_worker,home,personal_business,home_hk_collective_001202,resident_personal_business_igeocom_560626,68200.0,12,23,15.131170659875972,other_ride,taxi,taxi
hk_collective_001202::unspecified_ride_tour,hk_collective_001202,3,resident,fixed_worker,personal_business,home,resident_personal_business_igeocom_560626,home_hk_collective_001202,75100.0,23,12,15.131170659875972,other_ride,taxi,taxi
hk_collective_001232::unspecified_ride_tour,hk_collective_001232,0,resident,home_only,home,shopping,home_hk_collective_001232,resident_shopping_osm_3011835756_9699,50390.0,12,19,5.225269186860774,taxi,taxi,taxi
hk_collective_001232::unspecified_ride_tour,hk_collective_001232,1,resident,home_only,shopping,home,resident_shopping_osm_3011835756_9699,home_hk_collective_001232,57290.0,19,12,5.225269186860774,taxi,taxi,taxi
hk_collective_001288::unspecified_ride_tour,hk_collective_001288,0,resident,home_only,home,personal_business,home_hk_collective_001288,resident_personal_business_osm_4848430166_20198,35455.0,12,5,7.0968909479574505,taxi,taxi,taxi
hk_collective_001288::unspecified_ride_tour,hk_collective_001288,1,resident,home_only,personal_business,home,resident_personal_business_osm_4848430166_20198,home_hk_collective_001288,42355.0,5,12,7.0968909479574505,taxi,taxi,taxi
hk_collective_001381::unspecified_ride_tour,hk_collective_001381,2,resident,work_mobile,home,shopping,home_hk_collective_001381,resident_shopping_osm_4235924591_14518,68352.0,4,1,3.790450692593392,other_ride,taxi,taxi
hk_collective_001381::unspecified_ride_tour,hk_collective_001381,3,resident,work_mobile,shopping,home,resident_shopping_osm_4235924591_14518,home_hk_collective_001381,75252.0,1,4,3.790450692593392,other_ride,taxi,taxi
hk_collective_001395::unspecified_ride_tour,hk_collective_001395,2,resident,day_school_student,home,shopping,home_hk_collective_001395,resident_shopping_osm_11345967769_41636,55863.0,4,6,7.8022745892433525,taxi,taxi,taxi
hk_collective_001395::unspecified_ride_tour,hk_collective_001395,3,resident,day_school_student,shopping,home,resident_shopping_osm_11345967769_41636,home_hk_collective_001395,62763.0,6,4,7.8022745892433525,taxi,taxi,taxi
hk_collective_001399::unspecified_ride_tour,hk_collective_001399,0,resident,home_only,home,leisure,home_hk_collective_001399,resident_leisure_igeocom_527300,49737.0,4,9,12.0264512814995,taxi,taxi,taxi
hk_collective_001399::unspecified_ride_tour,hk_collective_001399,1,resident,home_only,leisure,dining,resident_leisure_igeocom_527300,resident_dining_osm_3668142410_12912,61137.0,9,2,7.864676924232533,taxi,taxi,taxi
hk_collective_001399::unspecified_ride_tour,hk_collective_001399,2,resident,home_only,dining,home,resident_dining_osm_3668142410_12912,home_hk_collective_001399,67737.0,2,4,4.69201005200259,taxi,taxi,taxi
hk_collective_001402::unspecified_ride_tour,hk_collective_001402,2,resident,work_mobile,home,dining,home_hk_collective_001402,resident_dining_osm_11303735669_41582,73353.0,4,5,7.1106901922582955,taxi,taxi,taxi
hk_collective_001402::unspecified_ride_tour,hk_collective_001402,3,resident,work_mobile,dining,leisure,resident_dining_osm_11303735669_41582,resident_leisure_osm_missing_58640,79953.0,5,5,0.5739790440331717,taxi,taxi,taxi
hk_collective_001402::unspecified_ride_tour,hk_collective_001402,4,resident,work_mobile,leisure,home,resident_leisure_osm_missing_58640,home_hk_collective_001402,91353.0,5,4,7.2345778405064385,taxi,taxi,taxi
hk_collective_001415::unspecified_ride_tour,hk_collective_001415,0,resident,work_home,home,leisure,home_hk_collective_001415,resident_leisure_osm_missing_61875,47230.0,1,19,14.651440072321162,taxi,taxi,taxi
hk_collective_001415::unspecified_ride_tour,hk_collective_001415,1,resident,work_home,leisure,home,resident_leisure_osm_missing_61875,home_hk_collective_001415,58630.0,19,1,14.651440072321162,taxi,taxi,taxi
hk_collective_001416::unspecified_ride_tour,hk_collective_001416,2,resident,fixed_worker,home,shopping,home_hk_collective_001416,resident_shopping_igeocom_531287,69467.0,1,4,3.768248707336522,other_ride,taxi,taxi
hk_collective_001416::unspecified_ride_tour,hk_collective_001416,3,resident,fixed_worker,shopping,home,resident_shopping_igeocom_531287,home_hk_collective_001416,76367.0,4,1,3.768248707336522,other_ride,taxi,taxi
hk_collective_001419::unspecified_ride_tour,hk_collective_001419,0,resident,home_only,home,leisure,home_hk_collective_001419,resident_leisure_igeocom_535530,37515.0,1,10,9.133589354334674,taxi,taxi,taxi
hk_collective_001419::unspecified_ride_tour,hk_collective_001419,1,resident,home_only,leisure,home,resident_leisure_igeocom_535530,home_hk_collective_001419,48915.0,10,1,9.133589354334674,taxi,taxi,taxi
hk_collective_001444::unspecified_ride_tour,hk_collective_001444,2,resident,work_mobile,home,dining,home_hk_collective_001444,resident_dining_osm_missing_60109,69502.0,12,4,17.103351879964958,taxi,taxi,taxi
hk_collective_001444::unspecified_ride_tour,hk_collective_001444,3,resident,work_mobile,dining,home,resident_dining_osm_missing_60109,home_hk_collective_001444,76102.0,4,12,17.103351879964958,taxi,taxi,taxi
hk_collective_001494::unspecified_ride_tour,hk_collective_001494,0,resident,home_only,home,dining,home_hk_collective_001494,resident_dining_osm_missing_61282,63888.0,11,17,14.543807761159213,taxi,taxi,taxi
hk_collective_001494::unspecified_ride_tour,hk_collective_001494,1,resident,home_only,dining,home,resident_dining_osm_missing_61282,home_hk_collective_001494,70488.0,17,11,14.543807761159213,taxi,taxi,taxi
hk_collective_001510::unspecified_ride_tour,hk_collective_001510,0,resident,home_only,home,personal_business,home_hk_collective_001510,resident_personal_business_igeocom_549455,33051.0,18,17,7.7811499510956255,taxi,taxi,taxi
hk_collective_001510::unspecified_ride_tour,hk_collective_001510,1,resident,home_only,personal_business,home,resident_personal_business_igeocom_549455,home_hk_collective_001510,39951.0,17,18,7.7811499510956255,taxi,taxi,taxi
hk_collective_001553::unspecified_ride_tour,hk_collective_001553,0,resident,home_only,home,shopping,home_hk_collective_001553,resident_shopping_osm_1268481603_1906,33870.0,18,2,25.361492198419015,other_ride,taxi,taxi
hk_collective_001553::unspecified_ride_tour,hk_collective_001553,1,resident,home_only,shopping,home,resident_shopping_osm_1268481603_1906,home_hk_collective_001553,40770.0,2,18,25.361492198419015,other_ride,taxi,taxi
hk_collective_001558::unspecified_ride_tour,hk_collective_001558,2,resident,fixed_worker,home,leisure,home_hk_collective_001558,resident_leisure_igeocom_563070,74209.0,18,19,15.148432167933393,taxi,taxi,taxi
hk_collective_001558::unspecified_ride_tour,hk_collective_001558,3,resident,fixed_worker,leisure,dining,resident_leisure_igeocom_563070,resident_dining_osm_12005604142_43387,85609.0,19,14,20.821347172261543,taxi,taxi,taxi
hk_collective_001558::unspecified_ride_tour,hk_collective_001558,4,resident,fixed_worker,dining,home,resident_dining_osm_12005604142_43387,home_hk_collective_001558,91800.0,14,18,19.330443538800548,taxi,taxi,taxi
hk_collective_001588::unspecified_ride_tour,hk_collective_001588,0,resident,home_only,home,dining,home_hk_collective_001588,resident_dining_osm_11799045088_42898,51758.0,18,18,2.028837296363651,taxi,taxi,taxi
hk_collective_001588::unspecified_ride_tour,hk_collective_001588,1,resident,home_only,dining,leisure,resident_dining_osm_11799045088_42898,resident_leisure_igeocom_562305,58358.0,18,24,4.98335685844381,taxi,taxi,taxi
hk_collective_001588::unspecified_ride_tour,hk_collective_001588,2,resident,home_only,leisure,home,resident_leisure_igeocom_562305,home_hk_collective_001588,69758.0,24,18,3.000719911761411,taxi,taxi,taxi
hk_collective_001591::unspecified_ride_tour,hk_collective_001591,0,resident,home_only,home,shopping,home_hk_collective_001591,resident_shopping_igeocom_540328,35465.0,4,9,10.223458274063686,other_ride,taxi,taxi
hk_collective_001591::unspecified_ride_tour,hk_collective_001591,1,resident,home_only,shopping,social,resident_shopping_igeocom_540328,resident_social_igeocom_546011,42365.0,9,20,14.074819074231293,other_ride,taxi,taxi
hk_collective_001591::unspecified_ride_tour,hk_collective_001591,2,resident,home_only,social,home,resident_social_igeocom_546011,home_hk_collective_001591,51965.0,20,4,22.807754231096116,other_ride,taxi,taxi
hk_collective_001594::unspecified_ride_tour,hk_collective_001594,0,resident,home_only,home,social,home_hk_collective_001594,resident_social_osm_5661710529_26009,44571.0,4,1,4.968643905359359,taxi,taxi,taxi
hk_collective_001594::unspecified_ride_tour,hk_collective_001594,1,resident,home_only,social,shopping,resident_social_osm_5661710529_26009,resident_shopping_osm_3125709388_11034,54171.0,1,1,0.24638056331206593,taxi,taxi,taxi
hk_collective_001594::unspecified_ride_tour,hk_collective_001594,2,resident,home_only,shopping,home,resident_shopping_osm_3125709388_11034,home_hk_collective_001594,61071.0,1,4,4.874257603433523,taxi,taxi,taxi
hk_collective_001607::unspecified_ride_tour,hk_collective_001607,0,resident,home_only,home,social,home_hk_collective_001607,resident_social_osm_10749889065_37911,43430.0,4,4,3.267355407581133,taxi,taxi,taxi
hk_collective_001607::unspecified_ride_tour,hk_collective_001607,1,resident,home_only,social,home,resident_social_osm_10749889065_37911,home_hk_collective_001607,53030.0,4,4,3.267355407581133,taxi,taxi,taxi
hk_collective_001611::unspecified_ride_tour,hk_collective_001611,2,resident,fixed_worker,home,leisure,home_hk_collective_001611,resident_leisure_osm_missing_69351,74299.0,4,2,5.130816638698615,taxi,taxi,taxi
hk_collective_001611::unspecified_ride_tour,hk_collective_001611,3,resident,fixed_worker,leisure,dining,resident_leisure_osm_missing_69351,resident_dining_osm_10776677698_37937,85699.0,2,5,3.8400992784407113,taxi,taxi,taxi
hk_collective_001611::unspecified_ride_tour,hk_collective_001611,4,resident,fixed_worker,dining,home,resident_dining_osm_10776677698_37937,home_hk_collective_001611,91800.0,5,4,8.245667655141686,taxi,taxi,taxi
hk_collective_001626::unspecified_ride_tour,hk_collective_001626,0,resident,home_only,home,social,home_hk_collective_001626,resident_social_igeocom_540863,50468.0,4,3,8.289735624117784,taxi,taxi,taxi
hk_collective_001626::unspecified_ride_tour,hk_collective_001626,1,resident,home_only,social,home,resident_social_igeocom_540863,home_hk_collective_001626,60068.0,3,4,8.289735624117784,taxi,taxi,taxi
hk_collective_001644::unspecified_ride_tour,hk_collective_001644,0,resident,work_home,home,shopping,home_hk_collective_001644,resident_shopping_osm_4118418176_14166,52607.0,1,1,2.1360962400429746,taxi,taxi,taxi
hk_collective_001644::unspecified_ride_tour,hk_collective_001644,1,resident,work_home,shopping,home,resident_shopping_osm_4118418176_14166,home_hk_collective_001644,59507.0,1,1,2.1360962400429746,taxi,taxi,taxi
hk_collective_001653::unspecified_ride_tour,hk_collective_001653,2,resident,day_school_student,home,leisure,home_hk_collective_001653,resident_leisure_igeocom_540462,61642.0,1,1,2.451672166041181,other_ride,taxi,taxi
hk_collective_001653::unspecified_ride_tour,hk_collective_001653,3,resident,day_school_student,leisure,shopping,resident_leisure_igeocom_540462,resident_shopping_igeocom_546274,73042.0,1,2,6.399286681660892,other_ride,taxi,taxi
hk_collective_001653::unspecified_ride_tour,hk_collective_001653,4,resident,day_school_student,shopping,home,resident_shopping_igeocom_546274,home_hk_collective_001653,79942.0,2,1,3.9732823976839904,other_ride,taxi,taxi
hk_collective_001680::unspecified_ride_tour,hk_collective_001680,2,resident,fixed_worker,home,shopping,home_hk_collective_001680,resident_shopping_igeocom_557837,66398.0,12,14,17.4185062314575,taxi,taxi,taxi
hk_collective_001680::unspecified_ride_tour,hk_collective_001680,3,resident,fixed_worker,shopping,home,resident_shopping_igeocom_557837,home_hk_collective_001680,73298.0,14,12,17.4185062314575,taxi,taxi,taxi
hk_collective_001736::unspecified_ride_tour,hk_collective_001736,2,resident,fixed_worker,home,leisure,home_hk_collective_001736,resident_leisure_osm_missing_66251,66512.0,1,1,1.5390095643381283,other_ride,taxi,taxi
hk_collective_001736::unspecified_ride_tour,hk_collective_001736,3,resident,fixed_worker,leisure,home,resident_leisure_osm_missing_66251,home_hk_collective_001736,77912.0,1,1,1.5390095643381283,other_ride,taxi,taxi
hk_collective_001743::unspecified_ride_tour,hk_collective_001743,2,resident,fixed_worker,home,dining,home_hk_collective_001743,resident_dining_osm_5940564239_26880,71553.0,1,6,5.753408556214904,taxi,taxi,taxi
hk_collective_001743::unspecified_ride_tour,hk_collective_001743,3,resident,fixed_worker,dining,home,resident_dining_osm_5940564239_26880,home_hk_collective_001743,78153.0,6,1,5.753408556214904,taxi,taxi,taxi
hk_collective_001755::unspecified_ride_tour,hk_collective_001755,2,resident,fixed_worker,home,social,home_hk_collective_001755,resident_social_osm_4418965565_17237,63969.0,1,7,7.414043330734573,taxi,taxi,taxi
hk_collective_001755::unspecified_ride_tour,hk_collective_001755,3,resident,fixed_worker,social,personal_business,resident_social_osm_4418965565_17237,resident_personal_business_osm_missing_69687,73569.0,7,7,3.4988034635687506,taxi,taxi,taxi
hk_collective_001755::unspecified_ride_tour,hk_collective_001755,4,resident,fixed_worker,personal_business,home,resident_personal_business_osm_missing_69687,home_hk_collective_001755,80469.0,7,1,5.837566761359337,taxi,taxi,taxi
hk_collective_001765::unspecified_ride_tour,hk_collective_001765,0,resident,work_home,home,leisure,home_hk_collective_001765,resident_leisure_igeocom_547533,38288.0,1,5,4.3180215316999595,taxi,taxi,taxi
hk_collective_001765::unspecified_ride_tour,hk_collective_001765,1,resident,work_home,leisure,home,resident_leisure_igeocom_547533,home_hk_collective_001765,49688.0,5,1,4.3180215316999595,taxi,taxi,taxi
hk_collective_001768::unspecified_ride_tour,hk_collective_001768,0,resident,work_home,home,personal_business,home_hk_collective_001768,resident_personal_business_igeocom_545403,53908.0,1,11,11.517439166866101,taxi,taxi,taxi
hk_collective_001768::unspecified_ride_tour,hk_collective_001768,1,resident,work_home,personal_business,shopping,resident_personal_business_igeocom_545403,resident_shopping_osm_12747720801_45581,60808.0,11,11,0.1762821798481119,taxi,taxi,taxi
hk_collective_001768::unspecified_ride_tour,hk_collective_001768,2,resident,work_home,shopping,home,resident_shopping_osm_12747720801_45581,home_hk_collective_001768,67708.0,11,1,11.42531558399717,taxi,taxi,taxi
hk_collective_001793::unspecified_ride_tour,hk_collective_001793,0,resident,home_only,home,shopping,home_hk_collective_001793,resident_shopping_igeocom_551036,44042.0,5,7,3.562948761551812,taxi,taxi,taxi
hk_collective_001793::unspecified_ride_tour,hk_collective_001793,1,resident,home_only,shopping,home,resident_shopping_igeocom_551036,home_hk_collective_001793,50942.0,7,5,3.562948761551812,taxi,taxi,taxi
hk_collective_001794::unspecified_ride_tour,hk_collective_001794,0,resident,home_only,home,shopping,home_hk_collective_001794,resident_shopping_osm_4850025681_20406,44093.0,5,5,1.5019872456598793,taxi,taxi,taxi
hk_collective_001794::unspecified_ride_tour,hk_collective_001794,1,resident,home_only,shopping,home,resident_shopping_osm_4850025681_20406,home_hk_collective_001794,50993.0,5,5,1.5019872456598793,taxi,taxi,taxi
hk_collective_001812::unspecified_ride_tour,hk_collective_001812,0,resident,home_only,home,shopping,home_hk_collective_001812,resident_shopping_igeocom_529652,48290.0,6,3,5.817525613654806,other_ride,taxi,taxi
hk_collective_001812::unspecified_ride_tour,hk_collective_001812,1,resident,home_only,shopping,personal_business,resident_shopping_igeocom_529652,resident_personal_business_igeocom_550142,55190.0,3,8,2.2193629670951958,other_ride,taxi,taxi
hk_collective_001812::unspecified_ride_tour,hk_collective_001812,2,resident,home_only,personal_business,home,resident_personal_business_igeocom_550142,home_hk_collective_001812,62090.0,8,6,3.817110102177849,other_ride,taxi,taxi
hk_collective_001840::unspecified_ride_tour,hk_collective_001840,0,resident,home_only,home,shopping,home_hk_collective_001840,resident_shopping_igeocom_562068,50561.0,17,17,2.3947841586036174,other_ride,taxi,taxi
hk_collective_001840::unspecified_ride_tour,hk_collective_001840,1,resident,home_only,shopping,home,resident_shopping_igeocom_562068,home_hk_collective_001840,57461.0,17,17,2.3947841586036174,other_ride,taxi,taxi
hk_collective_001905::unspecified_ride_tour,hk_collective_001905,0,resident,work_home,home,social,home_hk_collective_001905,resident_social_igeocom_550663,37356.0,1,9,8.284620290040925,other_ride,taxi,taxi
hk_collective_001905::unspecified_ride_tour,hk_collective_001905,1,resident,work_home,social,home,resident_social_igeocom_550663,home_hk_collective_001905,46956.0,9,1,8.284620290040925,other_ride,taxi,taxi
hk_collective_001927::unspecified_ride_tour,hk_collective_001927,2,resident,day_school_student,home,dining,home_hk_collective_001927,resident_dining_osm_5712459821_26107,57298.0,1,1,1.8428209250463796,taxi,taxi,taxi
hk_collective_001927::unspecified_ride_tour,hk_collective_001927,3,resident,day_school_student,dining,medical,resident_dining_osm_5712459821_26107,resident_medical_osm_10802054984_38175,63898.0,1,5,3.7041387992063246,taxi,taxi,taxi
hk_collective_001927::unspecified_ride_tour,hk_collective_001927,4,resident,day_school_student,medical,home,resident_medical_osm_10802054984_38175,home_hk_collective_001927,71698.0,5,1,3.8205298380078387,taxi,taxi,taxi
