fare_network_scope,boarding_stop_id,alighting_stop_id,boarding_stop_name_en,alighting_stop_name_en,adult_octopus_fare_hkd,currency,cost_component,fare_amount_role,cost_source,cost_effective_date,cost_effective_date_status,source_record_id,source_file,source_sha256,record_status,candidate_records_json,matching_method,unresolved_reason
light_rail_station_od,1,80,Tuen Mun Ferry Pier,Affluence,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000017,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":17,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000017""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,90,Tuen Mun Ferry Pier,Tuen Mun Hospital,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000033,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":33,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000033""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,100,Tuen Mun Ferry Pier,Siu Hong,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000034,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":34,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000034""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,110,Tuen Mun Ferry Pier,Kei Lun,6.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000035,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":35,""fare_hkd"":6.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000035""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,120,Tuen Mun Ferry Pier,Ching Chung,6.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000036,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":36,""fare_hkd"":6.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000036""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,130,Tuen Mun Ferry Pier,Kin Sang,6.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000037,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":37,""fare_hkd"":6.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000037""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,140,Tuen Mun Ferry Pier,Tin King,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000038,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":38,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000038""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,150,Tuen Mun Ferry Pier,Leung King,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000039,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":39,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000039""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,160,Tuen Mun Ferry Pier,San Wai,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000040,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":40,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000040""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,170,Tuen Mun Ferry Pier,Shek Pai,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000018,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":18,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000018""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,180,Tuen Mun Ferry Pier,Shan King (North),5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000019,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":19,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000019""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,190,Tuen Mun Ferry Pier,Shan King (South),5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000020,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":20,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000020""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,200,Tuen Mun Ferry Pier,Ming Kum,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000021,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":21,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000021""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,212,Tuen Mun Ferry Pier,Tai Hing (North),5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000022,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":22,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000022""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,220,Tuen Mun Ferry Pier,Tai Hing (South),5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000023,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":23,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000023""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,230,Tuen Mun Ferry Pier,Ngan Wai,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000024,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":24,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000024""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,240,Tuen Mun Ferry Pier,Siu Hei,5.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000007,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":7,""fare_hkd"":5.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000007""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,250,Tuen Mun Ferry Pier,Hoi Wong Road,5.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000008,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":8,""fare_hkd"":5.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000008""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,260,Tuen Mun Ferry Pier,Goodview Garden,5.3,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000009,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":9,""fare_hkd"":5.3,""source_record_id"":""mtr_light_rail_fares:csv_line_000009""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,265,Tuen Mun Ferry Pier,Siu Lun,5.3,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000010,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":10,""fare_hkd"":5.3,""source_record_id"":""mtr_light_rail_fares:csv_line_000010""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,270,Tuen Mun Ferry Pier,On Ting,5.3,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000025,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":25,""fare_hkd"":5.3,""source_record_id"":""mtr_light_rail_fares:csv_line_000025""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,275,Tuen Mun Ferry Pier,Yau Oi,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000026,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":26,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000026""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,280,Tuen Mun Ferry Pier,Town Centre,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000027,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":27,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000027""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,295,Tuen Mun Ferry Pier,Tuen Mun,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000028,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":28,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000028""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,300,Tuen Mun Ferry Pier,Pui To,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000029,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":29,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000029""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,310,Tuen Mun Ferry Pier,Hoh Fuk Tong,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000030,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":30,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000030""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,320,Tuen Mun Ferry Pier,San Hui,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000031,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":31,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000031""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,330,Tuen Mun Ferry Pier,Prime View,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000032,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":32,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000032""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,340,Tuen Mun Ferry Pier,Fung Tei,5.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000041,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":41,""fare_hkd"":5.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000041""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,350,Tuen Mun Ferry Pier,Lam Tei,6.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000042,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":42,""fare_hkd"":6.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000042""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,360,Tuen Mun Ferry Pier,Nai Wai,6.1,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000043,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":43,""fare_hkd"":6.1,""source_record_id"":""mtr_light_rail_fares:csv_line_000043""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,370,Tuen Mun Ferry Pier,Chung Uk Tsuen,6.5,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000044,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":44,""fare_hkd"":6.5,""source_record_id"":""mtr_light_rail_fares:csv_line_000044""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,380,Tuen Mun Ferry Pier,Hung Shui Kiu,6.5,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000045,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":45,""fare_hkd"":6.5,""source_record_id"":""mtr_light_rail_fares:csv_line_000045""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,390,Tuen Mun Ferry Pier,Tong Fong Tsuen,6.5,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000046,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":46,""fare_hkd"":6.5,""source_record_id"":""mtr_light_rail_fares:csv_line_000046""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,400,Tuen Mun Ferry Pier,Ping Shan,7.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000047,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":47,""fare_hkd"":7.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000047""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,425,Tuen Mun Ferry Pier,Hang Mei Tsuen,6.5,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000048,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":48,""fare_hkd"":6.5,""source_record_id"":""mtr_light_rail_fares:csv_line_000048""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,430,Tuen Mun Ferry Pier,Tin Shui Wai,7.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000049,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":49,""fare_hkd"":7.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000049""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,435,Tuen Mun Ferry Pier,Tin Tsz,7.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000050,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":50,""fare_hkd"":7.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000050""}]",exact_ordered_stop_id_raw_csv_record,
light_rail_station_od,1,445,Tuen Mun Ferry Pier,Tin Yiu,7.4,HKD,public_transport_fare,base_adult_octopus_fare_before_unmodelled_concessions,mtr_light_rail_fares,2024-06-30,external_official_reference_not_locally_archived,mtr_light_rail_fares:csv_line_000051,data/transit/hongkong/MTR/light_rail_fares.csv,f5d229966a8ecfe73eb701c554113de0247a709fd746ff995bd3d0068230c6a8,available,"[{""csv_line"":51,""fare_hkd"":7.4,""source_record_id"":""mtr_light_rail_fares:csv_line_000051""}]",exact_ordered_stop_id_raw_csv_record,
