person_id,leg_sequence,mode,cost_component,cost_hkd,cost_source,cost_effective_date,cost_quality,origin_facility_id,destination_facility_id,origin_type,destination_type,departure_time_s,population_group,role,is_discretionary,euclidean_distance_m,fare_uncertainty_low_hkd,fare_uncertainty_high_hkd,bus_fare_estimate_hkd,gmb_fare_estimate_hkd,train_fare_estimate_hkd,light_rail_fare_estimate_hkd,ferry_fare_estimate_hkd,nearest_reference_distance_gap_m,transfer_concession_hkd,transfer_concession_status,transfer_concession_source,fare_passenger_type,fare_payment_medium,estimation_method
hk_collective_000011,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000011,work_poi_osm:missing:52110,home,work,27810.0,resident,fixed_worker,False,40602.699787732716,7.7,50.0,28.5,28.6,27.8,7.7,50.0,29102.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000011,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:missing:52110,home_hk_collective_000011,work,home,51588.0,resident,fixed_worker,False,40602.699787732716,7.7,50.0,28.5,28.6,27.8,7.7,50.0,29102.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000012,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000012,work_poi_igeocom:21172204,home,work,27991.0,resident,fixed_worker,False,29182.492502210993,7.7,54.4,27.6,28.6,30.2,7.7,50.0,17682.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000012,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:21172204,home_hk_collective_000012,work,home,65948.0,resident,fixed_worker,False,29182.492502210993,7.7,54.4,27.6,28.6,30.2,7.7,50.0,17682.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000013,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000013,work_poi_osm:12560825759:45055,home,work,26708.0,resident,fixed_worker,False,33959.007083163175,7.7,50.0,24.8,28.6,24.3,7.7,50.0,22459.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000013,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:12560825759:45055,home_hk_collective_000013,work,home,61650.0,resident,fixed_worker,False,33959.007083163175,7.7,50.0,24.8,28.6,24.3,7.7,50.0,22459.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000014,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000014,work_poi_igeocom:21133551,home,work,32145.0,resident,fixed_worker,False,31255.986230355906,7.7,54.4,27.9,28.6,54.4,7.7,50.0,19756.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000014,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:21133551,home_hk_collective_000014,work,home,65629.0,resident,fixed_worker,False,31255.986230355906,7.7,54.4,27.9,28.6,54.4,7.7,50.0,19756.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000015,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000015,work_poi_igeocom:545329,home,work,31557.0,resident,fixed_worker,False,31813.77815155573,7.7,54.4,27.9,28.6,54.4,7.7,50.0,20313.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000015,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:545329,home_hk_collective_000015,work,home,67573.0,resident,fixed_worker,False,31813.77815155573,7.7,54.4,27.9,28.6,54.4,7.7,50.0,20313.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000017,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000017,work_poi_osm:missing:70359,home,work,31851.0,resident,fixed_worker,False,37330.49111039653,7.7,50.0,28.5,28.6,27.8,7.7,50.0,25830.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000017,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_osm:missing:70359,home_hk_collective_000017,work,home,59035.0,resident,fixed_worker,False,37330.49111039653,7.7,50.0,28.5,28.6,27.8,7.7,50.0,25830.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000018,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000018,border_2,home,border,21757.0,resident,usual_resident_border,False,35312.2827808523,7.7,50.0,28.5,28.6,27.8,7.7,50.0,23812.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000018,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,border_2,home_hk_collective_000018,border,home,71381.0,resident,usual_resident_border,False,35312.2827808523,7.7,50.0,28.5,28.6,27.8,7.7,50.0,23812.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000020,0,pt,pt_base_fare_adult_octopus_distance_proxy,11.7,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000020,work_mobile_poi_igeocom:553055,home,work_mobile,31291.0,resident,work_mobile,False,7320.277527121167,6.1,51.0,11.7,12.4,11.0,6.1,30.0,179.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000020,1,pt,pt_base_fare_adult_octopus_distance_proxy,11.7,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_igeocom:553055,home_hk_collective_000020,work_mobile,home,62113.0,resident,work_mobile,False,7320.277527121167,6.1,51.0,11.7,12.4,11.0,6.1,30.0,179.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000022,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000022,work_grid_1146,home,work,28129.0,resident,fixed_worker,False,35604.73973624474,7.7,50.0,28.5,28.6,27.8,7.7,50.0,24104.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000022,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_grid_1146,home_hk_collective_000022,work,home,59207.0,resident,fixed_worker,False,35604.73973624474,7.7,50.0,28.5,28.6,27.8,7.7,50.0,24104.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000024,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000024,work_poi_igeocom:21074465,home,work,30511.0,resident,fixed_worker,False,33733.63594025965,7.7,50.0,24.8,28.6,24.3,7.7,50.0,22233.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000024,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:21074465,home_hk_collective_000024,work,home,64691.0,resident,fixed_worker,False,33733.63594025965,7.7,50.0,24.8,28.6,24.3,7.7,50.0,22233.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000026,0,pt,pt_base_fare_adult_octopus_distance_proxy,15.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000026,education_tertiary_poi_igeocom:21105525,home,education_tertiary,31732.0,resident,tertiary_student,False,12570.750645581533,7.7,31.9,12.7,15.9,15.8,7.7,31.9,1070.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000026,1,pt,pt_base_fare_adult_octopus_distance_proxy,15.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,education_tertiary_poi_igeocom:21105525,home_hk_collective_000026,education_tertiary,home,55259.0,resident,tertiary_student,False,12570.750645581533,7.7,31.9,12.7,15.9,15.8,7.7,31.9,1070.8,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000026,2,pt,pt_base_fare_adult_octopus_distance_proxy,11.7,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000026,resident_dining_osm_6925197167_30290,home,dining,55883.0,resident,tertiary_student,True,7450.470520109983,6.1,51.0,11.7,12.4,11.0,6.1,30.0,49.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000026,3,pt,pt_base_fare_adult_octopus_distance_proxy,11.7,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_dining_osm_6925197167_30290,home_hk_collective_000026,dining,home,62483.0,resident,tertiary_student,True,7450.470520109983,6.1,51.0,11.7,12.4,11.0,6.1,30.0,49.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000028,0,pt,pt_base_fare_adult_octopus_distance_proxy,13.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000028,resident_leisure_igeocom_528559,home,leisure,39572.0,resident,home_only,True,9430.073438293965,7.4,28.1,12.5,13.8,13.8,7.4,20.0,69.9,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000028,1,pt,pt_base_fare_adult_octopus_distance_proxy,9.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_leisure_igeocom_528559,resident_dining_osm_12404728797_44426,leisure,dining,50972.0,resident,home_only,True,4733.37781852384,5.4,20.0,8.4,9.5,9.2,5.4,16.3,233.4,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000028,2,pt,pt_base_fare_adult_octopus_distance_proxy,9.2,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_dining_osm_12404728797_44426,home_hk_collective_000028,dining,home,57572.0,resident,home_only,True,4710.556534615569,5.4,20.0,8.4,9.5,9.2,5.4,16.3,210.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000030,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000030,work_poi_igeocom:539399,home,work,31457.0,resident,fixed_worker,False,31392.748872155706,7.7,54.4,27.9,28.6,54.4,7.7,50.0,19892.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000030,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:539399,home_hk_collective_000030,work,home,62327.0,resident,fixed_worker,False,31392.748872155706,7.7,54.4,27.9,28.6,54.4,7.7,50.0,19892.7,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000032,0,pt,pt_base_fare_adult_octopus_distance_proxy,23.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000032,work_poi_igeocom:21079254,home,work,29014.0,resident,fixed_worker,False,23452.022434006674,7.7,50.0,23.8,28.5,22.5,7.7,50.0,11952.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000032,1,pt,pt_base_fare_adult_octopus_distance_proxy,23.8,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_poi_igeocom:21079254,home_hk_collective_000032,work,home,69877.0,resident,fixed_worker,False,23452.022434006674,7.7,50.0,23.8,28.5,22.5,7.7,50.0,11952.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000036,0,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000036,resident_shopping_osm_6320858129_28098,home,shopping,37913.0,resident,home_only,True,24819.038595760332,7.7,50.0,23.8,28.6,24.5,7.7,50.0,13319.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000036,1,pt,pt_base_fare_adult_octopus_distance_proxy,24.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,resident_shopping_osm_6320858129_28098,home_hk_collective_000036,shopping,home,44813.0,resident,home_only,True,24819.038595760332,7.7,50.0,23.8,28.6,24.5,7.7,50.0,13319.0,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000037,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000037,work_mobile_poi_igeocom:21133106,home,work_mobile,28910.0,resident,work_mobile,False,27402.51743372498,7.7,52.2,24.8,28.6,30.2,7.7,50.0,15902.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000037,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.6,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_igeocom:21133106,home_hk_collective_000037,work_mobile,home,60655.0,resident,work_mobile,False,27402.51743372498,7.7,52.2,24.8,28.6,30.2,7.7,50.0,15902.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000038,0,pt,pt_base_fare_adult_octopus_distance_proxy,7.0,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000038,work_mobile_poi_osm:missing:64175,home,work_mobile,28465.0,resident,work_mobile,False,1439.7030283708104,4.9,30.0,7.3,7.0,4.9,5.3,10.0,60.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000038,1,pt,pt_base_fare_adult_octopus_distance_proxy,7.0,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_osm:missing:64175,home_hk_collective_000038,work_mobile,home,67705.0,resident,work_mobile,False,1439.7030283708104,4.9,30.0,7.3,7.0,4.9,5.3,10.0,60.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000040,0,pt,pt_base_fare_adult_octopus_distance_proxy,7.0,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000040,work_mobile_poi_igeocom:539374,home,work_mobile,29386.0,resident,work_mobile,False,1708.451098528927,4.9,30.0,7.3,7.0,4.9,5.3,10.0,208.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000040,1,pt,pt_base_fare_adult_octopus_distance_proxy,7.0,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_mobile_poi_igeocom:539374,home_hk_collective_000040,work_mobile,home,66567.0,resident,work_mobile,False,1708.451098528927,4.9,30.0,7.3,7.0,4.9,5.3,10.0,208.5,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000041,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000041,work_grid_1499,home,work,23856.0,resident,fixed_worker,False,45037.64406319452,7.7,50.0,28.5,28.6,27.8,7.7,50.0,33537.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000041,1,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,work_grid_1499,home_hk_collective_000041,work,home,55613.0,resident,fixed_worker,False,45037.64406319452,7.7,50.0,28.5,28.6,27.8,7.7,50.0,33537.6,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
hk_collective_000045,0,pt,pt_base_fare_adult_octopus_distance_proxy,28.5,TD_GTFS_20260720+MTR_OPEN_DATA_20260720_mode_balanced_distance_bin_median,2026-07-14,low_official_fare_distance_proxy_no_itinerary,home_hk_collective_000045,work_poi_osm:missing:70717,home,work,26772.0,resident,fixed_worker,False,43069.32680652842,7.7,50.0,28.5,28.6,27.8,7.7,50.0,31569.3,,not_applied_no_serialized_itinerary_or_eligibility,,adult,Octopus,median_of_mode_specific_official_fare_distance_bin_medians
