person_id,leg_sequence,mode,cost_component,cost_hkd,cost_source,cost_effective_date,cost_quality,mapping_status,unresolved_reason,required_missing_fields,population_group,role,origin_type,destination_type,origin_facility_id,destination_facility_id,departure_time_s,is_discretionary,serialized_leg_mode,serialized_route_type,serialized_route_attribute_names,serialized_route_has_text,serialized_start_link_id,serialized_end_link_id,serialized_route_distance_m,serialized_route_travel_time,actual_transport_mode,actual_line_id,actual_route_id,actual_direction,boarding_stop_id,alighting_stop_id,transfer_chain,source_record_id,fare_scope,transfer_concession_hkd,transfer_concession_status,transfer_concession_source,fare_passenger_type,fare_payment_medium,estimation_method
hk_collective_000011,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000011,work_poi_osm:missing:52110,27810.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7625_0_r,road_116794_0_r,61904.63299999999,01:55:49,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000011,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:missing:52110,home_hk_collective_000011,51588.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_116794_0_r,road_7625_0_r,61838.21100000002,01:55:52,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000012,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000012,work_poi_igeocom:21172204,27991.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7596_0_f,road_551_0_f,59452.82499999999,01:56:11,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000012,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:21172204,home_hk_collective_000012,65948.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_551_0_f,road_7596_0_f,58924.019,01:54:46,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000013,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000013,work_poi_osm:12560825759:45055,26708.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9301_0_f,road_115850_0_f,52087.515,01:40:35,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000013,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:12560825759:45055,home_hk_collective_000013,61650.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_115850_0_f,road_9301_0_f,52220.07900000002,01:40:52,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000014,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000014,work_poi_igeocom:21133551,32145.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9557_0_f,road_106541_0_f,48050.43999999999,01:33:57,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000014,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:21133551,home_hk_collective_000014,65629.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_106541_0_f,road_9557_0_f,48576.89900000001,01:34:33,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000015,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000015,work_poi_igeocom:545329,31557.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_8600_0_f,road_106982_0_f,49012.09299999998,01:35:05,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000015,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:545329,home_hk_collective_000015,67573.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_106982_0_f,road_8600_0_f,48889.70600000002,01:35:18,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000017,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000017,work_poi_osm:missing:70359,31851.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9261_0_f,road_61538_0_f,53708.313999999984,01:45:26,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000017,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_osm:missing:70359,home_hk_collective_000017,59035.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_61538_0_f,road_9261_0_f,52943.01000000001,01:44:45,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000018,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,usual_resident_border,home,border,home_hk_collective_000018,border_2,21757.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7625_0_r,road_112015_0_f,59713.47299999999,01:51:01,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000018,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,usual_resident_border,border,home,border_2,home_hk_collective_000018,71381.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_112015_0_f,road_7625_0_r,59800.03800000001,01:51:04,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000020,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,home,work_mobile,home_hk_collective_000020,work_mobile_poi_igeocom:553055,31291.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9879_0_r,road_7960_0_f,15209.230999999998,00:40:05,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000020,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,work_mobile,work_mobile,home,work_mobile_poi_igeocom:553055,home_hk_collective_000020,62113.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7960_0_f,road_9879_0_r,14168.924,00:37:34,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000022,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000022,work_grid_1146,28129.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9568_0_f,road_4357_0_r,67186.666,02:06:29,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000022,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_grid_1146,home_hk_collective_000022,59207.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_4357_0_r,road_9568_0_f,61758.22800000001,01:54:00,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000024,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000024,work_poi_igeocom:21074465,30511.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7922_0_f,road_836_0_r,67242.965,02:06:36,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000024,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:21074465,home_hk_collective_000024,64691.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_836_0_r,road_7922_0_f,67137.80500000002,02:06:53,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000026,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,tertiary_student,home,education_tertiary,home_hk_collective_000026,education_tertiary_poi_igeocom:21105525,31732.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94775_0_f,road_95027_0_f,17535.791000000005,00:31:42,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000026,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,tertiary_student,education_tertiary,home,education_tertiary_poi_igeocom:21105525,home_hk_collective_000026,55259.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_95027_0_f,road_94775_0_f,19423.749,00:38:27,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000026,2,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,tertiary_student,home,dining,home_hk_collective_000026,resident_dining_osm_6925197167_30290,55883.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_94775_0_f,road_116058_0_r,11003.492999999997,00:21:06,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000026,3,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,tertiary_student,dining,home,resident_dining_osm_6925197167_30290,home_hk_collective_000026,62483.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_116058_0_r,road_94775_0_f,12691.707,00:26:33,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000028,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,home,leisure,home_hk_collective_000028,resident_leisure_igeocom_528559,39572.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_96123_0_f,road_269743_0_r,13862.990999999998,00:24:45,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000028,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,leisure,dining,resident_leisure_igeocom_528559,resident_dining_osm_12404728797_44426,50972.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_269743_0_r,road_98710_0_f,8119.892999999998,00:15:32,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000028,2,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,dining,home,resident_dining_osm_12404728797_44426,home_hk_collective_000028,57572.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_98710_0_f,road_96123_0_f,6576.049999999998,00:12:49,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000030,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000030,work_poi_igeocom:539399,31457.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_7932_0_r,road_2340_0_f,57380.12900000001,01:42:56,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000030,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:539399,home_hk_collective_000030,62327.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_2340_0_f,road_7932_0_r,57239.47900000002,01:43:09,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000032,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,home,work,home_hk_collective_000032,work_poi_igeocom:21079254,29014.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_9590_0_f,road_1699_0_f,42827.55799999999,01:12:31,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000032,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,fixed_worker,work,home,work_poi_igeocom:21079254,home_hk_collective_000032,69877.0,False,pt,generic,distance;end_link;start_link;trav_time;type,False,road_1699_0_f,road_9590_0_f,42346.368,01:12:01,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000036,0,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,home,shopping,home_hk_collective_000036,resident_shopping_osm_6320858129_28098,37913.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_260948_0_f,road_272733_0_f,46526.072999999975,01:17:51,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
hk_collective_000036,1,pt,pt_fare_chargeability_audit,,,,U,unresolved,generic_pt_leg_missing_actual_mode_line_route_boarding_alighting_transfer_chain,actual_transport_mode;actual_line_id;actual_route_id;actual_direction;boarding_stop_id;alighting_stop_id;transfer_chain,resident,home_only,shopping,home,resident_shopping_osm_6320858129_28098,home_hk_collective_000036,44813.0,True,pt,generic,distance;end_link;start_link;trav_time;type,False,road_272733_0_f,road_260948_0_f,47107.65499999999,01:20:49,,,,,,,,,,,not_modelled_no_serialized_transfer_chain_or_eligibility,,adult_reference_not_applied,Octopus_reference_not_applied,audit_only_no_fare_estimation
