person_id,household_id,role,leg_index,mode,assigned_vehicle_id,route_vehicle_id,departure_time_s,travel_time_s,origin_type,origin_facility_id,origin_x,origin_y,destination_type,destination_facility_id,destination_x,destination_y,route_distance_m,arrival_time_s,real_driver_person_count,real_driver_leg_count,direct_candidate_count,detour_candidate_count,candidate_status,best_driver_person_id,best_driver_leg_index,best_vehicle_id,best_departure_delta_s,best_arrival_delta_s,best_origin_gap_m,best_destination_gap_m,best_detour_added_distance_m,best_detour_ratio,allocation_source,household_private_vehicle_count,student_stage,age,sex,relationship_role,is_designated_driver
hk_person_00031503,hk_hh_0012795,day_school_student,0,car_passenger,,,29329.0,171.0,home,home_hk_hh_0012795,206232.219,2466776.691,school_primary,school_347,206099.852,2467056.483,2395.3239999999996,29500.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,11,F,child,False
hk_person_00031503,hk_hh_0012795,day_school_student,1,car_passenger,,,56585.0,213.0,school_primary,school_347,206099.852,2467056.483,home,home_hk_hh_0012795,206232.219,2466776.691,2970.9249999999997,56798.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,11,F,child,False
hk_person_00034988,hk_hh_0013913,day_school_student,0,car_passenger,,,27034.0,747.0,home,home_hk_hh_0013913,205457.164,2466698.987,school_secondary,school_613,204307.065,2473883.811,12891.368999999995,27781.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,16,M,child,False
hk_person_00034988,hk_hh_0013913,day_school_student,1,car_passenger,,,58226.0,777.0,school_secondary,school_613,204307.065,2473883.811,home,home_hk_hh_0013913,205457.164,2466698.987,12565.044,59003.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,16,M,child,False
hk_person_00036068,hk_hh_0014256,day_school_student,0,car_passenger,,,27744.0,550.0,home,home_hk_hh_0014256,206149.784,2466962.96,school_secondary,school_551,209458.302,2469927.075,8331.939000000002,28294.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,3,secondary,14,F,child,False
hk_person_00036068,hk_hh_0014256,day_school_student,1,car_passenger,,,56580.0,525.0,school_secondary,school_551,209458.302,2469927.075,home,home_hk_hh_0014256,206149.784,2466962.96,8119.407000000002,57105.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,3,secondary,14,F,child,False
hk_person_00039728,hk_hh_0015433,day_school_student,0,car_passenger,,,27593.0,380.0,home,home_hk_hh_0015433,206407.549,2466958.094,school_secondary,school_793,208323.079,2469002.548,6001.152000000002,27973.0,1,4,1,1,existing_car_leg_direct,hk_person_00039727,1,hk_vehicle_0004692,24.0,113.0,15.809713975156729,32.870328960138814,2.782840804616626,1.000987405374066,student_original_private_vehicle_retained,1,secondary,15,M,child,False
hk_person_00039728,hk_hh_0015433,day_school_student,1,car_passenger,,,59733.0,335.0,school_secondary,school_793,208323.079,2469002.548,home,home_hk_hh_0015433,206407.549,2466958.094,5191.336,60068.0,1,4,1,1,existing_car_leg_direct,hk_person_00039727,10,hk_vehicle_0004692,51.0,190.0,32.870328960138814,15.809713975156729,29.215124093909708,1.010366087232326,student_original_private_vehicle_retained,1,secondary,15,M,child,False
hk_person_00041295,hk_hh_0015941,day_school_student,0,car_passenger,,,28814.0,279.0,home,home_hk_hh_0015941,206060.373,2466779.936,school_secondary,school_1106,209265.602,2466206.636,3851.1860000000015,29093.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,F,child,False
hk_person_00041295,hk_hh_0015941,day_school_student,1,car_passenger,,,57330.0,331.0,school_secondary,school_1106,209265.602,2466206.636,home,home_hk_hh_0015941,206060.373,2466779.936,4535.902,57661.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,F,child,False
hk_person_00046231,hk_hh_0017473,day_school_student,0,car_passenger,,,27923.0,562.0,home,home_hk_hh_0017473,206169.504,2463453.051,school_secondary,school_1186,210580.508,2464430.639,7820.559000000003,28485.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,secondary,16,F,child,False
hk_person_00046231,hk_hh_0017473,day_school_student,1,car_passenger,,,56793.0,458.0,school_secondary,school_1186,210580.508,2464430.639,home,home_hk_hh_0017473,206169.504,2463453.051,6469.391000000001,57251.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,secondary,16,F,child,False
hk_person_00047231,hk_hh_0017742,day_school_student,0,car_passenger,,,26258.0,671.0,home,home_hk_hh_0017742,205462.408,2466975.959,school_secondary,school_547,212379.042,2471817.946,11674.112,26929.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,15,F,child,False
hk_person_00047231,hk_hh_0017742,day_school_student,1,car_passenger,,,59474.0,607.0,school_secondary,school_547,212379.042,2471817.946,home,home_hk_hh_0017742,205462.408,2466975.959,10717.582999999997,60081.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,15,F,child,False
hk_person_00048121,hk_hh_0017982,day_school_student,0,car_passenger,,,25242.0,355.0,home,home_hk_hh_0017982,206561.982,2466031.619,school_kindergarten,school_3315,210538.081,2467423.985,5268.058000000002,25597.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,kindergarten,3,M,child,False
hk_person_00048121,hk_hh_0017982,day_school_student,1,car_passenger,,,44597.0,404.0,school_kindergarten,school_3315,210538.081,2467423.985,home,home_hk_hh_0017982,206561.982,2466031.619,5800.716999999999,45001.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,kindergarten,3,M,child,False
hk_person_00051944,hk_hh_0019003,day_school_student,0,car_passenger,,,27397.0,90.0,home,home_hk_hh_0019003,206319.884,2466867.392,school_kindergarten,school_1282,205483.589,2467391.28,1258.625,27487.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,2,kindergarten,3,M,child,False
hk_person_00051944,hk_hh_0019003,day_school_student,1,car_passenger,,,46013.0,99.0,school_kindergarten,school_1282,205483.589,2467391.28,home,home_hk_hh_0019003,206319.884,2466867.392,1391.6080000000002,46112.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,2,kindergarten,3,M,child,False
hk_person_00064506,hk_hh_0022446,day_school_student,0,car_passenger,,,25344.0,280.0,home,home_hk_hh_0022446,204084.136,2466817.398,school_primary,school_3431,206677.983,2466609.339,3895.029,25624.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,11,F,child,False
hk_person_00064506,hk_hh_0022446,day_school_student,1,car_passenger,,,56309.0,247.0,school_primary,school_3431,206677.983,2466609.339,home,home_hk_hh_0022446,204084.136,2466817.398,3442.4829999999993,56556.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,11,F,child,False
hk_person_00064565,hk_hh_0022465,day_school_student,0,car_passenger,,,29609.0,156.0,home,home_hk_hh_0022465,205123.969,2467259.442,school_primary,school_174,206205.624,2467039.492,2182.049,29765.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,9,F,child,False
hk_person_00064565,hk_hh_0022465,day_school_student,1,car_passenger,,,55021.0,166.0,school_primary,school_174,206205.624,2467039.492,home,home_hk_hh_0022465,205123.969,2467259.442,2314.45,55187.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,9,F,child,False
hk_person_00079749,hk_hh_0027053,day_school_student,0,car_passenger,,,28427.0,547.0,home,home_hk_hh_0027053,204941.622,2466708.755,school_primary,school_1070,210940.39,2466978.975,9474.541,28974.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,M,child,False
hk_person_00079749,hk_hh_0027053,day_school_student,1,car_passenger,,,55363.0,603.0,school_primary,school_1070,210940.39,2466978.975,home,home_hk_hh_0027053,204941.622,2466708.755,9731.601999999999,55966.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,M,child,False
hk_person_00082237,hk_hh_0027810,day_school_student,0,car_passenger,,,26562.0,161.0,home,home_hk_hh_0027810,204250.719,2466537.157,school_primary,school_1080,205263.777,2467197.223,2095.9250000000006,26723.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,F,child,False
hk_person_00082237,hk_hh_0027810,day_school_student,1,car_passenger,,,58233.0,158.0,school_primary,school_1080,205263.777,2467197.223,home,home_hk_hh_0027810,204250.719,2466537.157,2097.05,58391.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,F,child,False
hk_person_00082267,hk_hh_0027825,day_school_student,0,car_passenger,,,29669.0,608.0,home,home_hk_hh_0027825,203992.943,2466542.058,school_secondary,school_531,208709.416,2472156.918,10193.230000000001,30277.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,3,secondary,17,M,child,False
hk_person_00082267,hk_hh_0027825,day_school_student,1,car_passenger,,,59643.0,628.0,school_secondary,school_531,208709.416,2472156.918,home,home_hk_hh_0027825,203992.943,2466542.058,10301.763999999997,60271.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,3,secondary,17,M,child,False
hk_person_00082270,hk_hh_0027825,day_school_student,0,car_passenger,,,24894.0,192.0,home,home_hk_hh_0027825,203992.943,2466542.058,school_secondary,school_437,205945.495,2466937.266,2620.6369999999997,25086.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,3,secondary,17,F,child,False
hk_person_00082270,hk_hh_0027825,day_school_student,1,car_passenger,,,56200.0,221.0,school_secondary,school_437,205945.495,2466937.266,home,home_hk_hh_0027825,203992.943,2466542.058,2964.814999999999,56421.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,3,secondary,17,F,child,False
hk_person_00082813,hk_hh_0028056,day_school_student,0,car_passenger,,,27551.0,862.0,home,home_hk_hh_0028056,203824.607,2466729.978,school_secondary,school_432,216689.877,2464712.172,16410.971,28413.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,14,F,child,False
hk_person_00082813,hk_hh_0028056,day_school_student,1,car_passenger,,,58430.0,874.0,school_secondary,school_432,216689.877,2464712.172,home,home_hk_hh_0028056,203824.607,2466729.978,16422.142999999996,59304.0,1,3,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,secondary,14,F,child,False
hk_person_00093069,hk_hh_0032150,day_school_student,0,car_passenger,,,26581.0,157.0,home,home_hk_hh_0032150,204517.262,2466993.882,school_special,school_925,205767.784,2467281.877,2117.5260000000003,26738.0,2,7,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,special,11,M,child,False
hk_person_00093069,hk_hh_0032150,day_school_student,1,car_passenger,,,55324.0,116.0,school_special,school_925,205767.784,2467281.877,home,home_hk_hh_0032150,204517.262,2466993.882,1530.892,55440.0,2,7,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,2,special,11,M,child,False
hk_person_00097005,hk_hh_0033710,day_school_student,0,car_passenger,,,28362.0,281.0,home,home_hk_hh_0033710,204164.794,2466538.79,school_primary,school_230,206084.358,2467030.751,4252.974999999999,28643.0,1,4,1,1,existing_car_leg_direct,hk_person_00097003,1,hk_vehicle_0010720,37.0,130.0,24.22418535267854,36.89576274494762,6.559001892835795,1.0032972366590347,student_original_private_vehicle_retained,1,primary,6,M,child,False
hk_person_00097005,hk_hh_0033710,day_school_student,1,car_passenger,,,58236.0,262.0,school_primary,school_230,206084.358,2467030.751,home,home_hk_hh_0033710,204164.794,2466538.79,4172.722,58498.0,1,4,1,1,existing_car_leg_direct,hk_person_00097003,10,hk_vehicle_0010720,57.0,85.0,36.89576274494762,24.22418535267854,47.0101295370132,1.023632181387951,student_original_private_vehicle_retained,1,primary,6,M,child,False
hk_person_00108476,hk_hh_0038270,day_school_student,0,car_passenger,,,25144.0,165.0,home,home_hk_hh_0038270,204164.794,2466538.79,school_kindergarten,school_3289,205658.657,2467188.971,2233.457000000001,25309.0,3,10,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,3,kindergarten,4,F,child,False
hk_person_00108476,hk_hh_0038270,day_school_student,1,car_passenger,,,42307.0,170.0,school_kindergarten,school_3289,205658.657,2467188.971,home,home_hk_hh_0038270,204164.794,2466538.79,2267.584,42477.0,3,10,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,3,kindergarten,4,F,child,False
hk_person_00116581,hk_hh_0041464,fixed_worker,0,car_passenger,hk_vehicle_0012727,,31404.0,394.0,home,home_hk_hh_0041464,203914.045,2466912.992,work,work_poi_osm:1180107922:1658,206158.589,2463222.883,5617.1,31798.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,45,F,reference_person,True
hk_person_00116581,hk_hh_0041464,fixed_worker,1,car_passenger,hk_vehicle_0012727,,72820.0,419.0,work,work_poi_osm:1180107922:1658,206158.589,2463222.883,home,home_hk_hh_0041464,203914.045,2466912.992,5947.031000000001,73239.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,45,F,reference_person,True
hk_person_00117827,hk_hh_0041964,day_school_student,0,car_passenger,,,25640.0,619.0,home,home_hk_hh_0041964,204259.494,2466998.78,school_primary,school_1145,209310.005,2472696.116,9529.868999999997,26259.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,9,F,child,False
hk_person_00117827,hk_hh_0041964,day_school_student,1,car_passenger,,,56277.0,572.0,school_primary,school_1145,209310.005,2472696.116,home,home_hk_hh_0041964,204259.494,2466998.78,9417.438,56849.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,9,F,child,False
hk_person_00127665,hk_hh_0045830,day_school_student,0,car_passenger,,,26776.0,427.0,home,home_hk_hh_0045830,205209.89,2467257.813,school_primary,school_3400,205480.944,2472702.822,8118.139999999999,27203.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,8,M,child,False
hk_person_00127665,hk_hh_0045830,day_school_student,1,car_passenger,,,57617.0,548.0,school_primary,school_3400,205480.944,2472702.822,home,home_hk_hh_0045830,205209.89,2467257.813,9192.199999999999,58165.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_original_private_vehicle_retained,1,primary,8,M,child,False
hk_person_00133388,hk_hh_0047846,fixed_worker,0,car_passenger,hk_vehicle_0014524,,29944.0,853.0,home,home_hk_hh_0047846,204080.624,2466632.749,work,work_poi_osm:missing:52460,215645.785,2464967.911,16035.876000000002,30797.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,22,M,partner_or_other_adult,True
hk_person_00133388,hk_hh_0047846,fixed_worker,1,car_passenger,hk_vehicle_0014524,,67677.0,818.0,work,work_poi_osm:missing:52460,215645.785,2464967.911,home,home_hk_hh_0047846,204080.624,2466632.749,15641.233999999999,68495.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,22,M,partner_or_other_adult,True
hk_person_00138607,hk_hh_0049736,day_school_student,0,car_passenger,,,26059.0,394.0,home,home_hk_hh_0049736,204350.681,2467274.12,school_secondary,school_530,204740.039,2463646.991,5407.686000000001,26453.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,F,child,False
hk_person_00138607,hk_hh_0049736,day_school_student,1,car_passenger,,,57745.0,394.0,school_secondary,school_530,204740.039,2463646.991,home,home_hk_hh_0049736,204350.681,2467274.12,5474.58,58139.0,1,2,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,F,child,False
hk_person_00147444,hk_hh_0052911,day_school_student,0,car_passenger,,,24243.0,351.0,home,home_hk_hh_0052911,205379.983,2467162.234,school_secondary,school_793,208323.079,2469002.548,5692.577,24594.0,1,4,0,1,existing_car_leg_detour_screen,hk_person_00147443,1,hk_vehicle_0015996,1492.0,1775.0,15.034716612536041,6523.870805464512,939.9145558026921,1.1036573146192663,student_swap_car_household_donor,1,secondary,17,F,child,False
hk_person_00147444,hk_hh_0052911,day_school_student,1,car_passenger,,,56994.0,273.0,school_secondary,school_793,208323.079,2469002.548,home,home_hk_hh_0052911,205379.983,2467162.234,4329.092000000001,57267.0,1,4,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,secondary,17,F,child,False
hk_person_00147447,hk_hh_0052911,day_school_student,0,car_passenger,,,25712.0,627.0,home,home_hk_hh_0052911,205379.983,2467162.234,school_primary,school_1069,214419.99,2466702.743,11326.024,26339.0,1,4,1,1,existing_car_leg_direct,hk_person_00147443,1,hk_vehicle_0015996,23.0,30.0,15.034716612536041,22.47423381313147,21.66667752136709,1.0023894827404483,student_original_private_vehicle_retained,1,primary,6,M,child,False
hk_person_00147447,hk_hh_0052911,day_school_student,1,car_passenger,,,55628.0,570.0,school_primary,school_1069,214419.99,2466702.743,home,home_hk_hh_0052911,205379.983,2467162.234,10839.217999999999,56198.0,1,4,1,1,existing_car_leg_direct,hk_person_00147443,10,hk_vehicle_0015996,35.0,37.0,22.47423381313147,15.034716612536041,0.0020545864517771406,1.0000002265875265,student_original_private_vehicle_retained,1,primary,6,M,child,False
hk_person_00147912,hk_hh_0053100,day_school_student,0,car_passenger,,,24867.0,68.0,home,home_hk_hh_0053100,205209.89,2467257.813,school_primary,school_241,205019.468,2467191.784,962.32,24935.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_original_private_vehicle_retained,1,primary,8,F,child,False
hk_person_00147912,hk_hh_0053100,day_school_student,1,car_passenger,,,56457.0,19.0,school_primary,school_241,205019.468,2467191.784,home,home_hk_hh_0053100,205209.89,2467257.813,283.341,56476.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,student_original_private_vehicle_retained,1,primary,8,F,child,False
hk_person_00148093,hk_hh_0053160,day_school_student,0,car_passenger,,,28378.0,301.0,home,home_hk_hh_0053160,204692.612,2467175.267,school_primary,school_1135,207680.11,2465929.021,4183.867,28679.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,10,F,child,False
hk_person_00148093,hk_hh_0053160,day_school_student,1,car_passenger,,,54710.0,417.0,school_primary,school_1135,207680.11,2465929.021,home,home_hk_hh_0053160,204692.612,2467175.267,5636.921000000001,55127.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,10,F,child,False
hk_person_00148138,hk_hh_0053180,day_school_student,0,car_passenger,,,27859.0,115.0,home,home_hk_hh_0053180,205038.049,2467261.071,school_primary,school_3399,205321.009,2466992.982,1609.298,27974.0,1,5,0,1,existing_car_leg_detour_screen,hk_person_00148136,1,hk_vehicle_0016059,1728.0,1454.0,24.608082452790033,2512.084485788311,249.15901462092188,1.0931186741338215,student_swap_car_household_donor,1,primary,8,M,child,False
hk_person_00148138,hk_hh_0053180,day_school_student,1,car_passenger,,,56663.0,60.0,school_primary,school_3399,205321.009,2466992.982,home,home_hk_hh_0053180,205038.049,2467261.071,849.3810000000001,56723.0,1,5,0,0,real_driver_no_compatible_existing_leg,,,,,,,,,,student_swap_car_household_donor,1,primary,8,M,child,False
hk_person_00148411,hk_hh_0053289,fixed_worker,0,car_passenger,hk_vehicle_0016079,,26309.0,612.0,home,home_hk_hh_0053289,204782.038,2467358.285,work,work_poi_osm:missing:55409,204115.816,2474713.554,12140.647999999996,26921.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,49,M,reference_person,True
hk_person_00148411,hk_hh_0053289,fixed_worker,1,car_passenger,hk_vehicle_0016079,,65094.0,521.0,work,work_poi_osm:missing:55409,204115.816,2474713.554,home,home_hk_hh_0053289,204782.038,2467358.285,10906.67,65615.0,0,0,0,0,no_real_driver_current_plan,,,,,,,,,,adult_retained_private_car_passenger_van,1,,49,M,reference_person,True
hk_person_00152270,hk_hh_0054835,day_school_student,0,car_passenger,,,25331.0,106.0,home,home_hk_hh_0054835,204696.118,2467359.916,school_primary,school_3393,205044.126,2467279.398,1489.341,25437.0,1,4,2,2,existing_car_leg_direct,hk_person_00152269,1,hk_vehicle_0016415,57.0,58.0,36.99649315084832,10.581175108143558,16.10441225417327,1.0454754449925727,student_original_private_vehicle_retained,1,primary,6,F,child,False
hk_person_00152270,hk_hh_0054835,day_school_student,1,car_passenger,,,54774.0,22.0,school_primary,school_3393,205044.126,2467279.398,home,home_hk_hh_0054835,204696.118,2467359.916,311.39200000000005,54796.0,1,4,1,2,existing_car_leg_direct,hk_person_00152269,10,hk_vehicle_0016415,16.0,16.0,10.581175108143558,36.99649315084832,33.634703831494335,1.0949772708118692,student_original_private_vehicle_retained,1,primary,6,F,child,False
