source_id,source_file,table_or_object,field_name,field_type,non_null_count,unique_count,sample_values_json,semantic_interpretation,semantic_evidence,machine_usable,required_for_pricing,ambiguity_status,unresolved_reason
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!routes.txt,routes.txt,route_url,string,59,38,"[""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i01"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i02"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i03"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i04"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i05"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i06"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i07""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,location_type,integer,74,1,"[""0""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,stop_id,integer,74,74,"[""101101"",""101102"",""101103"",""101104"",""101105"",""101107"",""101108"",""101109""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,stop_lat,number,74,74,"[""22.16334"",""22.20565"",""22.20633"",""22.20861"",""22.20924"",""22.21739"",""22.22631"",""22.23659""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,stop_lon,number,74,74,"[""113.86066"",""113.90401"",""113.94041"",""113.96608"",""114.00026"",""114.00204"",""114.00215"",""114.01688""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,stop_name,string,74,74,"[""Chek Keng"",""Ko Lau Wan"",""Sham Chung"",""Lai Chi Chong"",""Wong Shek Pier"",""Kat O Chau Pier"",""Central Pier No. 9"",""Ap Chau Public Pier""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,stop_timezone,string,74,1,"[""Asia/Hong_Kong""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!stops.txt,stops.txt,zone_id,integer,74,74,"[""101101"",""101102"",""101103"",""101104"",""101105"",""101107"",""101108"",""101109""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_attributes.txt,fare_attributes.txt,agency_id,string,285,1,"[""FERRY""]",Agency identifier.,all selected rows are FERRY,true,true,resolved,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_attributes.txt,fare_attributes.txt,currency_type,string,285,1,"[""HKD""]",Currency code for price.,all Ferry values are HKD,true,true,resolved,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_attributes.txt,fare_attributes.txt,fare_id,string,285,285,"[""7001-1-1-2"",""7001-1-1-3"",""7001-1-2-3"",""7003-1-1-2"",""7003-1-1-3"",""7003-1-2-3"",""7003-2-1-2"",""7003-2-1-3""]",Opaque GTFS fare identifier and join key. Its observed tokens are not treated as independent schema fields.,join between fare_attributes.txt and fare_rules.txt,true,true,resolved_for_join_only,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_attributes.txt,fare_attributes.txt,payment_method,integer,285,1,"[""0""]",GTFS payment-timing code; value 0 does not identify cash or Octopus.,all Ferry values are 0 and no payment-medium field is present,false,false,unspecified_in_source,cash versus Octopus is not encoded
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_attributes.txt,fare_attributes.txt,price,number,285,37,"[""3"",""5"",""8"",""9"",""10"",""11"",""12"",""14""]",Published numeric GTFS fare amount; passenger and payment-medium basis are not stated.,"GTFS field name plus numeric source values; no adult, child, Octopus, or cash field exists",true,true,unspecified_in_source,adult/passenger category and payment medium are not encoded
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_attributes.txt,fare_attributes.txt,transfers,integer,285,1,"[""0""]",GTFS transfer count code; 0 permits no transfer on the fare record.,all Ferry values are 0,true,false,resolved_but_concessions_not_modelled,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_rules.txt,fare_rules.txt,destination_id,integer,258,72,"[""101101"",""101102"",""101103"",""101104"",""101105"",""101107"",""101108"",""101109""]",Ordered alighting stop identifier.,joins to stops.txt and is retained as alighting_stop_id,true,true,resolved,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_rules.txt,fare_rules.txt,fare_id,string,258,258,"[""7001-1-1-2"",""7001-1-1-3"",""7001-1-2-3"",""7003-1-1-2"",""7003-1-1-3"",""7003-1-2-3"",""7003-2-1-2"",""7003-2-1-3""]",Join key to fare_attributes.txt.,258 Ferry rule identifiers join uniquely to fare attributes,true,true,resolved,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_rules.txt,fare_rules.txt,origin_id,integer,258,74,"[""101101"",""101102"",""101103"",""101104"",""101105"",""101107"",""101108"",""101109""]",Ordered boarding stop identifier.,joins to stops.txt and is retained as boarding_stop_id,true,true,resolved,
td_gtfs_20260720,data/transit/hongkong/PublicTransportGTFS/gtfs.zip!fare_rules.txt,fare_rules.txt,route_id,integer,258,59,"[""7001"",""7003"",""7004"",""7005"",""7006"",""7007"",""7008"",""7009""]",Official GTFS route identifier; not a direction field.,route_id values join to routes.txt,true,true,resolved_route_only,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,companyCode,string,260,1,"[""FERRY""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,district,string,260,3,"[""INNER"",""KAITO"",""OUTLYING""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,fullFare,number,260,32,"[""3.0"",""6.5"",""8.3"",""9.0"",""10.0"",""10.7"",""12.0"",""14.0""]",Published route-direction full-fare reference repeated on stop features; not a stop-OD rule.,constant within each routeId + routeSeq; 119 of 240 comparable GTFS OD prices differ,false,false,ambiguous_pricing_basis,passenger/payment/class/day/vessel basis is unstated and value is not OD-specific
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,hyperlinkC,string,260,37,"[""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i01"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i02"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i03"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i04"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i05"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i06"",""https://www.td.gov.hk/tc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i10""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,hyperlinkE,string,260,37,"[""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i01"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i02"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i03"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i04"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i05"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i06"",""https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i10""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,hyperlinkS,string,260,37,"[""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i01"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i02"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i03"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i04"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i05"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i06"",""https://www.td.gov.hk/sc/transport_in_hong_kong/public_transport/ferries/service_details/index.html#i10""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,journeyTime,integer,260,33,"[""4"",""8"",""9"",""10"",""12"",""14"",""15"",""16""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,lastUpdateDate,string,260,31,"[""2021-08-11T00:00:00"",""2021-11-26T00:00:00"",""2022-07-13T00:00:00"",""2022-12-16T00:00:00"",""2023-01-26T00:00:00"",""2023-03-31T00:00:00"",""2023-09-04T00:00:00"",""2024-04-11T00:00:00""]","Per-record last-update timestamp, not the dataset-wide fare effective date.",source field values; dataset revision cut-off is independently parsed,true,false,resolved_as_provenance_only,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,locEndNameC,string,260,43,"[""中環"",""吉澳"",""啟德"",""坪洲"",""塔門"",""大澳"",""東涌"",""梅窩""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,locEndNameE,string,260,42,"[""Kat O"",""Mui Wo"",""Central"",""Kai Tak"",""Tap Mun"",""Hung Hom"",""Wan Chai"",""Kwun Tong""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,locEndNameS,string,260,43,"[""东涌"",""中环"",""吉澳"",""启德"",""坪洲"",""塔门"",""大澳"",""梅窝""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,locStartNameC,string,260,22,"[""中環"",""北角"",""坪洲"",""塔門"",""屯門"",""東涌"",""梅窩"",""西貢""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,locStartNameE,string,260,22,"[""Ma Wan"",""Mui Wo"",""Central"",""Stanley"",""Tap Mun"",""Aberdeen"",""Sai Kung"",""Tuen Mun""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,locStartNameS,string,260,22,"[""东涌"",""中环"",""北角"",""坪洲"",""塔门"",""屯门"",""梅窝"",""西贡""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,routeId,integer,260,54,"[""7001"",""7003"",""7004"",""7005"",""7006"",""7007"",""7008"",""7009""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,routeNameC,string,260,49,"[""中環 - 坪洲"",""中環 - 梅窩"",""中環 - 紅磡"",""中環 - 長洲"",""北角 - 紅磡"",""北角 - 觀塘"",""坪洲 - 梅窩"",""屯門 - 東涌""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,routeNameE,string,260,49,"[""Central - Mui Wo"",""Ma Wan - Central"",""Central - Hung Hom"",""Ma Wan - Tsuen Wan"",""Peng Chau - Mui Wo"",""Central - Peng Chau"",""Ma Liu Shui – Kat O"",""Mui Wo - Cheung Chau""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,routeNameS,string,260,49,"[""中环 - 坪洲"",""中环 - 梅窝"",""中环 - 红磡"",""中环 - 长洲"",""北角 - 红磡"",""北角 - 观塘"",""坪洲 - 梅窝"",""屯门 - 东涌""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,routeSeq,integer,260,2,"[""1"",""2""]",Official route-direction sequence code within a routeId.,routeId + routeSeq + ordered stopSeq forms an explicit direction pattern,true,true,resolved,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,routeType,integer,260,1,"[""7""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,serviceMode,string,260,2,"[""R"",""T""]",Official service-mode code whose T/R meanings are not defined in the local source.,values T and R occur without a local code dictionary,false,false,unspecified_in_source,cannot infer ordinary versus high-speed vessel
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,specialType,integer,260,4,"[""0"",""1"",""2"",""3""]",Official numeric special-type code without a local code dictionary.,"values 0, 1, 2, and 3 occur",false,false,unspecified_in_source,"cannot infer fare class, vessel type, or day type"
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,stopId,integer,260,68,"[""101101"",""101102"",""101103"",""101104"",""101105"",""101107"",""101108"",""101109""]",Official stop identifier.,cross-checked against GTFS stops and explicit Ferry Core facility mapping,true,true,resolved,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,stopNameC,string,260,77,"[""塔門"",""深涌"",""赤徑"",""荔枝莊"",""香港仔"",""馬料水"",""高流灣"",""塔門碼頭""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,stopNameE,string,260,77,"[""Tap Mun"",""Aberdeen"",""Chek Keng"",""Ko Lau Wan"",""Sham Chung"",""Ma Liu Shui"",""Tap Mun Pier"",""Lai Chi Chong""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,stopNameS,string,260,77,"[""塔门"",""深涌"",""赤径"",""荔枝庄"",""香港仔"",""马料水"",""高流湾"",""塔门码头""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,stopPickDrop,integer,260,3,"[""1"",""2"",""3""]","Source field retained for identification, description, or provenance.",field name and source values,true,false,resolved_for_reference,
td_ferry_route_fares_20260720,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,ferry_route_stop_points.json,stopSeq,integer,260,7,"[""1"",""2"",""3"",""4"",""5"",""6"",""7""]",Ordered stop position within routeId + routeSeq.,integer sequence values form official stop patterns,true,true,resolved,
