scenario_id,taxi_fare_utility_per_hkd,fare_share_factor,taxi_asc,mean_total_leg_utility_with_asc,median_total_leg_utility_with_asc,p10_total_leg_utility_with_asc,p90_total_leg_utility_with_asc,asc_search_note
farecoef_0p03_share_0p75,0.03,0.75,7,3.475578597418155,3.904916666666667,-0.23691666666666666,6.115833333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_0p75,0.03,0.75,8,4.475578597418155,4.904916666666667,0.7630833333333333,7.115833333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,-3,-7.348413470650289,-6.832333333333333,-11.8995,-4.101666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,-2,-6.348413470650289,-5.832333333333333,-10.8995,-3.1016666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,-1,-5.348413470650289,-4.832333333333333,-9.8995,-2.1016666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,0,-4.348413470650289,-3.832333333333333,-8.8995,-1.1016666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,1,-3.3484134706502893,-2.832333333333333,-7.8995,-0.10166666666666657,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,2,-2.3484134706502893,-1.8323333333333331,-6.8995,0.8983333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,3,-1.3484134706502893,-0.8323333333333331,-5.8995,1.8983333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,4,-0.34841347065028927,0.16766666666666685,-4.8995,2.8983333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,5,0.6515865293497107,1.1676666666666669,-3.8994999999999997,3.8983333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,6,1.6515865293497107,2.167666666666667,-2.8994999999999997,4.898333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,7,2.6515865293497107,3.167666666666667,-1.8994999999999997,5.898333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p03_share_1p0,0.03,1.0,8,3.6515865293497107,4.167666666666667,-0.8994999999999997,6.898333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,-3,-6.7990854252713255,-6.340416666666667,-10.793333333333333,-3.956666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,-2,-5.7990854252713255,-5.340416666666667,-9.793333333333333,-2.956666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,-1,-4.7990854252713255,-4.340416666666667,-8.793333333333333,-1.9566666666666668,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,0,-3.799085425271326,-3.340416666666667,-7.793333333333334,-0.9566666666666668,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,1,-2.799085425271326,-2.340416666666667,-6.793333333333334,0.043333333333333224,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,2,-1.799085425271326,-1.340416666666667,-5.793333333333334,1.0433333333333332,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,3,-0.799085425271326,-0.34041666666666703,-4.793333333333334,2.043333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,4,0.20091457472867402,0.659583333333333,-3.793333333333334,3.043333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,5,1.200914574728674,1.659583333333333,-2.793333333333334,4.043333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,6,2.200914574728674,2.659583333333333,-1.793333333333334,5.043333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,7,3.200914574728674,3.659583333333333,-0.7933333333333339,6.043333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p5,0.05,0.5,8,4.2009145747286745,4.659583333333333,0.2066666666666661,7.043333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,-3,-8.172405538718733,-7.574583333333334,-13.565833333333334,-4.319166666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,-2,-7.172405538718733,-6.574583333333334,-12.565833333333334,-3.319166666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,-1,-6.172405538718733,-5.574583333333334,-11.565833333333334,-2.319166666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,0,-5.172405538718733,-4.574583333333334,-10.565833333333334,-1.3191666666666668,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,1,-4.172405538718733,-3.574583333333334,-9.565833333333334,-0.3191666666666668,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,2,-3.172405538718733,-2.574583333333334,-8.565833333333334,0.6808333333333332,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,3,-2.172405538718733,-1.574583333333334,-7.565833333333334,1.6808333333333332,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,4,-1.172405538718733,-0.5745833333333339,-6.565833333333334,2.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,5,-0.1724055387187331,0.4254166666666661,-5.565833333333334,3.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,6,0.8275944612812669,1.425416666666666,-4.565833333333334,4.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,7,1.827594461281267,2.425416666666666,-3.565833333333334,5.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_0p75,0.05,0.75,8,2.827594461281267,3.425416666666666,-2.565833333333334,6.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,-3,-9.54572565216614,-8.806666666666667,-16.346666666666668,-4.681666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,-2,-8.54572565216614,-7.806666666666667,-15.346666666666668,-3.6816666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,-1,-7.54572565216614,-6.806666666666667,-14.346666666666668,-2.6816666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,0,-6.54572565216614,-5.806666666666667,-13.346666666666668,-1.6816666666666669,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,1,-5.54572565216614,-4.806666666666667,-12.346666666666668,-0.6816666666666669,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,2,-4.54572565216614,-3.8066666666666666,-11.346666666666668,0.31833333333333313,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,3,-3.5457256521661398,-2.8066666666666666,-10.346666666666668,1.3183333333333331,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,4,-2.5457256521661398,-1.8066666666666666,-9.346666666666668,2.3183333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,5,-1.5457256521661398,-0.8066666666666666,-8.346666666666668,3.3183333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,6,-0.5457256521661398,0.19333333333333336,-7.346666666666668,4.318333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,7,0.4542743478338602,1.1933333333333334,-6.346666666666668,5.318333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p05_share_1p0,0.05,1.0,8,1.4542743478338602,2.1933333333333334,-5.346666666666668,6.318333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,-3,-8.172405538718733,-7.574583333333333,-13.565833333333334,-4.319166666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,-2,-7.172405538718733,-6.574583333333333,-12.565833333333334,-3.319166666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,-1,-6.172405538718733,-5.574583333333333,-11.565833333333334,-2.319166666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,0,-5.172405538718733,-4.574583333333333,-10.565833333333334,-1.3191666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,1,-4.172405538718733,-3.574583333333333,-9.565833333333334,-0.3191666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,2,-3.172405538718733,-2.574583333333333,-8.565833333333334,0.6808333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,3,-2.172405538718733,-1.574583333333333,-7.565833333333334,1.6808333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,4,-1.172405538718733,-0.574583333333333,-6.565833333333334,2.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,5,-0.1724055387187331,0.425416666666667,-5.565833333333334,3.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,6,0.8275944612812669,1.425416666666667,-4.565833333333334,4.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,7,1.827594461281267,2.425416666666667,-3.565833333333334,5.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p5,0.075,0.5,8,2.827594461281267,3.425416666666667,-2.565833333333334,6.680833333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,-3,-10.232385708889842,-9.421041666666667,-17.736250000000002,-4.862916666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,-2,-9.232385708889842,-8.421041666666667,-16.736250000000002,-3.8629166666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,-1,-8.232385708889842,-7.4210416666666665,-15.736250000000002,-2.8629166666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,0,-7.232385708889842,-6.4210416666666665,-14.736250000000002,-1.8629166666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,1,-6.232385708889842,-5.4210416666666665,-13.736250000000002,-0.8629166666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,2,-5.232385708889842,-4.4210416666666665,-12.736250000000002,0.13708333333333345,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,3,-4.232385708889842,-3.4210416666666665,-11.736250000000002,1.1370833333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,4,-3.232385708889842,-2.4210416666666665,-10.736250000000002,2.1370833333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,5,-2.232385708889842,-1.4210416666666665,-9.736250000000002,3.1370833333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,6,-1.2323857088898418,-0.42104166666666654,-8.736250000000002,4.137083333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,7,-0.23238570888984178,0.5789583333333335,-7.736250000000002,5.137083333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_0p75,0.075,0.75,8,0.7676142911101582,1.5789583333333335,-6.736250000000002,6.137083333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,-3,-12.29236587906095,-11.264166666666666,-21.910000000000004,-5.406666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,-2,-11.29236587906095,-10.264166666666666,-20.910000000000004,-4.406666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,-1,-10.29236587906095,-9.264166666666666,-19.910000000000004,-3.4066666666666663,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,0,-9.29236587906095,-8.264166666666666,-18.910000000000004,-2.4066666666666663,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,1,-8.29236587906095,-7.264166666666666,-17.910000000000004,-1.4066666666666663,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,2,-7.2923658790609505,-6.264166666666666,-16.910000000000004,-0.4066666666666663,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,3,-6.2923658790609505,-5.264166666666666,-15.910000000000004,0.5933333333333337,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,4,-5.2923658790609505,-4.264166666666666,-14.910000000000004,1.5933333333333337,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,5,-4.2923658790609505,-3.264166666666666,-13.910000000000004,2.5933333333333337,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,6,-3.2923658790609505,-2.264166666666666,-12.910000000000004,3.5933333333333337,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,7,-2.2923658790609505,-1.2641666666666662,-11.910000000000004,4.593333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p075_share_1p0,0.075,1.0,8,-1.2923658790609505,-0.2641666666666662,-10.910000000000004,5.593333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,-3,-9.54572565216614,-8.806666666666667,-16.346666666666668,-4.681666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,-2,-8.54572565216614,-7.806666666666667,-15.346666666666668,-3.6816666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,-1,-7.54572565216614,-6.806666666666667,-14.346666666666668,-2.6816666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,0,-6.54572565216614,-5.806666666666667,-13.346666666666668,-1.6816666666666669,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,1,-5.54572565216614,-4.806666666666667,-12.346666666666668,-0.6816666666666669,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,2,-4.54572565216614,-3.8066666666666666,-11.346666666666668,0.31833333333333313,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,3,-3.5457256521661398,-2.8066666666666666,-10.346666666666668,1.3183333333333331,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,4,-2.5457256521661398,-1.8066666666666666,-9.346666666666668,2.3183333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,5,-1.5457256521661398,-0.8066666666666666,-8.346666666666668,3.3183333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,6,-0.5457256521661398,0.19333333333333336,-7.346666666666668,4.318333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,7,0.4542743478338602,1.1933333333333334,-6.346666666666668,5.318333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p5,0.1,0.5,8,1.4542743478338602,2.1933333333333334,-5.346666666666668,6.318333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,-3,-12.29236587906095,-11.264166666666668,-21.910000000000004,-5.406666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,-2,-11.29236587906095,-10.264166666666668,-20.910000000000004,-4.406666666666666,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,-1,-10.29236587906095,-9.264166666666668,-19.910000000000004,-3.4066666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,0,-9.29236587906095,-8.264166666666668,-18.910000000000004,-2.4066666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,1,-8.29236587906095,-7.264166666666668,-17.910000000000004,-1.4066666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,2,-7.2923658790609505,-6.264166666666668,-16.910000000000004,-0.40666666666666673,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,3,-6.2923658790609505,-5.264166666666668,-15.910000000000004,0.5933333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,4,-5.2923658790609505,-4.264166666666668,-14.910000000000004,1.5933333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,5,-4.2923658790609505,-3.264166666666668,-13.910000000000004,2.5933333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,6,-3.2923658790609505,-2.264166666666668,-12.910000000000004,3.5933333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,7,-2.2923658790609505,-1.264166666666668,-11.910000000000004,4.593333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_0p75,0.1,0.75,8,-1.2923658790609505,-0.264166666666668,-10.910000000000004,5.593333333333334,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,-3,-15.039006105955767,-13.719166666666666,-27.47416666666667,-6.131666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,-2,-14.039006105955767,-12.719166666666666,-26.47416666666667,-5.131666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,-1,-13.039006105955767,-11.719166666666666,-25.47416666666667,-4.131666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,0,-12.039006105955767,-10.719166666666666,-24.47416666666667,-3.131666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,1,-11.039006105955767,-9.719166666666666,-23.47416666666667,-2.131666666666667,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,2,-10.039006105955767,-8.719166666666666,-22.47416666666667,-1.1316666666666668,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,3,-9.039006105955767,-7.719166666666666,-21.47416666666667,-0.13166666666666682,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,4,-8.039006105955767,-6.719166666666666,-20.47416666666667,0.8683333333333332,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,5,-7.039006105955767,-5.719166666666666,-19.47416666666667,1.8683333333333332,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,6,-6.039006105955767,-4.719166666666666,-18.47416666666667,2.868333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,7,-5.039006105955767,-3.7191666666666663,-17.47416666666667,3.868333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
farecoef_0p1_share_1p0,0.1,1.0,8,-4.039006105955767,-2.7191666666666663,-16.47416666666667,4.868333333333333,Offline utility offset only; final mode share cannot be inferred without MATSim replanning.
