"YR_MTH","MODE","TTD_PTO_CODE","FRANCHISE_TYPE","RAIL_LINE","PAX","PAX_INDI"
"201807","TAX","TAX","","",27664.547616,""
"201807","RS","RS","","",6813.702,""
"201807","LRB","LRB","","",4203.002,""
"201807","Fran_Bus","KMB","","",86107.998,""
"201807","Fran_Bus","CTB","1","",15712.278,""
"201807","Fran_Bus","CTB","2","",2833.854,""
"201807","Fran_Bus","NWFB","","",14001.793,""
"201807","Fran_Bus","LWB","","",3572.587,""
"201807","Fran_Bus","NLB","","",2477.201,""
"201807","Railways","MTRC","","Local",149799.344,""
"201807","Railways","MTRC","","Airport",1425.001,""
"201807","Railways","MTRC","","LRT",15214.788,""
"201807","PLB","RMB","","",8920.754,""
"201808","Fran_Bus","NWFB","","",14080.746,""
"201808","Fran_Bus","LWB","","",3592.937,""
"201808","Fran_Bus","NLB","","",2421.192,""
"201808","Railways","MTRC","","Local",152479.541,""
"201808","Railways","MTRC","","Airport",1438.736,""
"201808","Railways","MTRC","","LRT",14769.736,""
"201808","Railways","HKT","","",4744.237,""
"201808","Fran_Bus","KMB","","",86027.723,""
"201808","Fran_Bus","CTB","1","",15803.507,""
"201808","Fran_Bus","CTB","2","",2831.71,""
"201808","Ferries","LFS","","",1050.759,""
"201808","TAX","TAX","","",27852.253483,""
"201808","RS","RS","","",7013.086,""
"201808","LRB","LRB","","",4137.782,""
"201808","PLB","GMB","","",46537.849,""
"201808","PLB","RMB","","",9141.777,""
"201808","Ferries","NWFF","","",1103.389,""
"201808","Ferries","STF","","",1759.689,""
"201809","Fran_Bus","CTB","2","",2560.597,""
"201809","Fran_Bus","NWFB","","",13111.297,""
"201809","Fran_Bus","LWB","","",3219.399,""
"201809","Fran_Bus","NLB","","",2369.843,""
"201809","Railways","MTRC","","Local",145776.009,""
"201809","Railways","MTRC","","Airport",1492.221,""
"201809","Railways","MTRC","","LRT",14935.005,""
"201809","Railways","HKT","","",4672.571,""
"201809","PLB","GMB","","",44852.106,""
"201809","PLB","RMB","","",8543.697,""
"201809","Ferries","NWFF","","",894.266,""
"201809","Ferries","STF","","",1269.601,""
"201809","Ferries","LFS","","",988.691,""
"201809","TAX","TAX","","",25767.886239,""
"201809","RS","RS","","",6758.156,""
"201809","LRB","LRB","","",4208.974,""
"201809","Fran_Bus","KMB","","",81116.314,""
"201809","Fran_Bus","CTB","1","",14688.494,""
"201810","LRB","LRB","","",4563.82,""
"201810","Railways","HKT","","",5263.111,""
"201810","TAX","TAX","","",27324.106624,""
"201810","Ferries","LFS","","",1215.879,""
"201810","Ferries","STF","","",1821.343,""
"201810","Ferries","NWFF","","",1178.556,""
"201810","PLB","RMB","","",8831.291,""
"201810","PLB","GMB","","",48047.684,""
"201810","Fran_Bus","KMB","","",90280.687,""
"201810","Fran_Bus","CTB","1","",16481.027,""
"201810","Fran_Bus","CTB","2","",3004.697,""
"201810","Fran_Bus","NWFB","","",14842.746,""
"201810","Fran_Bus","LWB","","",3611.203,""
"201810","Fran_Bus","NLB","","",2789.387,""
"201810","Railways","MTRC","","Local",157299.021,""
"201810","Railways","MTRC","","Airport",1621.452,""
"201810","Railways","MTRC","","LRT",15722.037,""
"201810","RS","RS","","",7067.343,""
"201811","Railways","MTRC","","Airport",1599.993,""
"201811","Railways","MTRC","","Local",156660.076,""
"201811","Fran_Bus","NLB","","",3014.344,""
"201811","Fran_Bus","LWB","","",3714.902,""
"201811","Fran_Bus","NWFB","","",14385.22,""
"201811","Fran_Bus","CTB","2","",3366.057,""
"201811","Fran_Bus","CTB","1","",16015.928,""
"201811","Fran_Bus","KMB","","",88360.624,""
"201811","Railways","MTRC","","LRT",15331.742,""
"201811","LRB","LRB","","",4485.419,""
"201811","RS","RS","","",7016.195,""
"201811","TAX","TAX","","",26878.119126,""
"201811","Ferries","LFS","","",1173.767,""
"201811","Ferries","STF","","",1692.597,""
"201811","Ferries","NWFF","","",1145.439,""
"201811","PLB","RMB","","",8738.243,""
"201811","PLB","GMB","","",46872.174,""
"201811","Railways","HKT","","",5012.296,""
"201812","Fran_Bus","CTB","1","",16000.202,""
"201812","Railways","HKT","","",5357.011,""
"201812","Fran_Bus","NWFB","","",14326.208,""
"201812","Fran_Bus","LWB","","",3848.389,""
"201812","Fran_Bus","NLB","","",3100.902,""
"201812","Railways","MTRC","","Local",158233.954,""
"201812","Railways","MTRC","","Airport",1634.404,""
"201812","Railways","MTRC","","LRT",15199.73,""
"201812","LRB","LRB","","",4419.648,""
"201812","RS","RS","","",6814.492,""
"201812","TAX","TAX","","",27413.747845,""
"201812","Ferries","LFS","","",1144.497,""
"201812","Ferries","STF","","",2093.065,""
"201812","Ferries","NWFF","","",1159.088,""
"201812","PLB","RMB","","",8652.227,""
"201812","PLB","GMB","","",46614.295,""
"201812","Fran_Bus","KMB","","",88103.413,""
"201812","Fran_Bus","CTB","2","",3429.414,""
"201901","Ferries","NWFF","","",1125.989,""
"201901","Ferries","STF","","",1819.214,""
"201901","PLB","GMB","","",47746.643,""
"201901","LRB","LRB","","",4580.911,""
"201901","RS","RS","","",6922.586,""
"201901","TAX","TAX","","",27097.528864,""
"201901","Ferries","LFS","","",1140.555,""
"201901","Railways","HKT","","",5278.348,""
"201901","Railways","MTRC","","LRT",15538.809,""
"201901","Railways","MTRC","","Airport",1510.93,""
"201901","Railways","MTRC","","Local",160578.811,""
"201901","Fran_Bus","NLB","","",3072.484,""
"201901","Fran_Bus","LWB","","",3770.515,""
"201901","Fran_Bus","NWFB","","",14933.772,""
"201901","Fran_Bus","CTB","2","",3281.039,""
"201901","Fran_Bus","CTB","1","",16578.314,""
"201901","Fran_Bus","KMB","","",90731.251,""
"201901","PLB","RMB","","",8899.707,""
"201902","RS","RS","","",6048.106,""
"201902","TAX","TAX","","",24389.201336,""
"201902","Ferries","LFS","","",1064.415,""
"201902","Ferries","STF","","",1867.504,""
"201902","Ferries","NWFF","","",1117.202,""
"201902","PLB","RMB","","",7737.772,""
"201902","PLB","GMB","","",40698.898,""
"201902","Fran_Bus","NWFB","","",12916.583,""
"201902","Fran_Bus","CTB","2","",3128.08,""
"201902","Fran_Bus","CTB","1","",14046.473,""
"201902","Fran_Bus","KMB","","",78154.933,""
"201902","Railways","HKT","","",4515.457,""
"201902","Railways","MTRC","","LRT",13254.727,""
"201902","Railways","MTRC","","Airport",1329.271,""
"201902","Railways","MTRC","","Local",136608.237,""
"201902","LRB","LRB","","",3811.155,""
"201902","Fran_Bus","LWB","","",3436.728,""
"201902","Fran_Bus","NLB","","",2862.363,""
"201903","Fran_Bus","KMB","","",89649.802,""
"201903","Fran_Bus","CTB","1","",16202.356,""
"201903","Fran_Bus","CTB","2","",3368.995,""
"201903","Fran_Bus","NWFB","","",14648.73,""
"201903","Fran_Bus","LWB","","",3845.739,""
"201903","Fran_Bus","NLB","","",3114.922,""
"201903","Railways","MTRC","","Local",156354.188,""
"201903","Railways","MTRC","","Airport",1645.452,""
"201903","Railways","MTRC","","LRT",15271.608,""
"201903","Railways","HKT","","",5138.239,""
"201903","PLB","GMB","","",47176.504,""
"201903","PLB","RMB","","",8882.435,""
"201903","Ferries","NWFF","","",1142.763,""
"201903","Ferries","STF","","",1713.811,""
"201903","Ferries","LFS","","",1133.983,""
"201903","TAX","TAX","","",27429.239974,""
"201903","RS","RS","","",6807.222,""
"201903","LRB","LRB","","",4496.532,""
"201904","Fran_Bus","KMB","","",83603.122,""
"201904","Fran_Bus","CTB","1","",15036.591,""
"201904","RS","RS","","",6416.168,""
"201904","TAX","TAX","","",25830.707154,""
"201904","Ferries","LFS","","",1128.965,""
"201904","Ferries","STF","","",1587.385,""
"201904","Ferries","NWFF","","",1174.733,""
"201904","PLB","RMB","","",8186.78,""
"201904","PLB","GMB","","",44482.056,""
"201904","Railways","HKT","","",4620.133,""
"201904","Railways","MTRC","","LRT",14109.292,""
"201904","Railways","MTRC","","Airport",1621.249,""
"201904","Railways","MTRC","","Local",144261.236,""
"201904","Fran_Bus","NLB","","",2981.23,""
"201904","Fran_Bus","LWB","","",3873.876,""
"201904","Fran_Bus","NWFB","","",13621.274,""
"201904","Fran_Bus","CTB","2","",3368.122,""
"201904","LRB","LRB","","",4150.648,""
"201905","Railways","MTRC","","LRT",15402.779,""
"201905","Railways","MTRC","","Airport",1442.936,""
"201905","Railways","MTRC","","Local",154253.102,""
"201905","Fran_Bus","NLB","","",3111.142,""
"201905","Fran_Bus","LWB","","",3944.144,""
"201905","Fran_Bus","NWFB","","",14393.739,""
"201905","Fran_Bus","CTB","2","",3425.309,""
"201905","Fran_Bus","CTB","1","",16037.61,""
"201905","Fran_Bus","KMB","","",88680.616,""
"201905","LRB","LRB","","",4516.131,""
"201905","RS","RS","","",6781.084,""
"201905","TAX","TAX","","",26910.362656,""
"201905","Ferries","LFS","","",1142.81,""
"201905","Ferries","STF","","",1559.566,""
"201905","Ferries","NWFF","","",1169.697,""
"201905","Railways","HKT","","",4894.494,""
"201905","PLB","GMB","","",46710.272,""
"201905","PLB","RMB","","",8686.446,""
"201906","PLB","GMB","","",45179.208,""
"201906","PLB","RMB","","",8420.352,""
"201906","Ferries","NWFF","","",1059.071,""
"201906","Ferries","STF","","",1534.722,""
"201906","Ferries","LFS","","",1059.292,""
"201906","TAX","TAX","","",26370.964655,""
"201906","RS","RS","","",6629.558,""
"201906","LRB","LRB","","",4329.949,""
"201906","Fran_Bus","KMB","","",84891.48,""
"201906","Fran_Bus","CTB","1","",15000.595,""
"201906","Fran_Bus","CTB","2","",3273.885,""
"201906","Fran_Bus","NWFB","","",13582.632,""
"201906","Fran_Bus","LWB","","",3851.433,""
"201906","Fran_Bus","NLB","","",3028.715,""
"201906","Railways","MTRC","","Local",146991.523,""
"201906","Railways","MTRC","","Airport",1444.188,""
"201906","Railways","MTRC","","LRT",14921.817,""
"201906","Railways","HKT","","",4318.25,""
"201907","Fran_Bus","KMB","","",86307.897,""
"201907","RS","RS","","",6555.125,""
"201907","Fran_Bus","CTB","2","",3355.601,""
"201907","Fran_Bus","NWFB","","",13983.652,""
"201907","Fran_Bus","LWB","","",3985.636,""
"201907","Fran_Bus","NLB","","",2976.508,""
"201907","Railways","MTRC","","Local",149182.482,""
"201907","Railways","MTRC","","Airport",1458.09,""
"201907","Railways","MTRC","","LRT",14619.224,""
"201907","Railways","HKT","","",4227.277,""
"201907","PLB","GMB","","",45685.532,""
"201907","PLB","RMB","","",8886.753,""
"201907","Ferries","NWFF","","",1089.877,""
"201907","Ferries","STF","","",1533.489,""
"201907","Ferries","LFS","","",976.943,""
"201907","TAX","TAX","","",26647.155906,""
"201907","LRB","LRB","","",4197.107,""
"201907","Fran_Bus","CTB","1","",15332.305,""
"201908","Railways","HKT","","",3948.169,""
"201908","Railways","MTRC","","LRT",14262.331,""
"201908","Railways","MTRC","","Airport",1293.71,""
"201908","Railways","MTRC","","Local",140180.737,""
"201908","Fran_Bus","NLB","","",2783.228,""
"201908","Fran_Bus","LWB","","",3960.275,""
"201908","Fran_Bus","NWFB","","",13303.179,""
"201908","Fran_Bus","CTB","2","",3129.619,""
"201908","LRB","LRB","","",4151.792,""
"201908","RS","RS","","",6421.92,""
"201908","TAX","TAX","","",26144.667153,""
"201908","Ferries","LFS","","",997.762,""
"201908","Ferries","STF","","",1195.025,""
"201908","Ferries","NWFF","","",1038.424,""
"201908","Fran_Bus","CTB","1","",14813.136,""
"201908","PLB","GMB","","",44797.007,""
"201908","PLB","RMB","","",9006.117,""
"201908","Fran_Bus","KMB","","",82986.371,""
"201909","Railways","MTRC","","Airport",1035.059,""
"201909","Railways","HKT","","",4261.178,""
"201909","Fran_Bus","NLB","","",2840.73,""
"201909","Fran_Bus","LWB","","",3627.068,""
"201909","Fran_Bus","NWFB","","",14381.316,""
"201909","Fran_Bus","CTB","2","",2879.514,""
"201909","Fran_Bus","CTB","1","",15674.982,""
"201909","Fran_Bus","KMB","","",88665.201,""
"201909","LRB","LRB","","",4380.825,""
"201909","RS","RS","","",6521.521,""
"201909","TAX","TAX","","",25713.28,""
"201909","Ferries","LFS","","",1064.567,""
"201909","Ferries","STF","","",1112.954,""
"201909","Ferries","NWFF","","",1009.772,""
"201909","PLB","RMB","","",8453.244,""
"201909","PLB","GMB","","",45540.474,""
"201909","Railways","MTRC","","LRT",13889.155,""
"201909","Railways","MTRC","","Local",136004.981,""
"201910","Fran_Bus","KMB","","",90744.52,""
"201910","RS","RS","","",6386.419,""
"201910","TAX","TAX","","",25696.78776,""
"201910","Ferries","LFS","","",1136.503,""
"201910","Ferries","STF","","",1354.938,""
"201910","Ferries","NWFF","","",1068.692,""
"201910","PLB","RMB","","",8746.088,""
"201910","PLB","GMB","","",44335.126,""
"201910","Railways","HKT","","",4526.125,""
"201910","Railways","MTRC","","LRT",8024.492,""
"201910","Railways","MTRC","","Airport",916.157,""
"201910","Railways","MTRC","","Local",116804.579,""
"201910","Fran_Bus","NLB","","",2842.081,""
"201910","Fran_Bus","LWB","","",3884.045,""
"201910","Fran_Bus","NWFB","","",15123.422,""
"201910","Fran_Bus","CTB","2","",3200.226,""
"201910","Fran_Bus","CTB","1","",16411.442,""
"201910","LRB","LRB","","",4293.039,""
"201911","PLB","RMB","","",8666.375,""
"201911","PLB","GMB","","",42880.746,""
"201911","Ferries","STF","","",1323.716,""
"201911","Ferries","LFS","","",1224.509,""
"201911","TAX","TAX","","",24354.365285,""
"201911","RS","RS","","",6209.601,""
"201911","LRB","LRB","","",3886.584,""
"201911","Fran_Bus","KMB","","",73105.158,""
"201911","Fran_Bus","CTB","1","",13971.08,""
"201911","Fran_Bus","CTB","2","",2872.294,""
"201911","Fran_Bus","NWFB","","",12180.284,""
"201911","Fran_Bus","LWB","","",3667.882,""
"201911","Fran_Bus","NLB","","",2664.146,""
"201911","Railways","MTRC","","Local",117303.563,""
"201911","Railways","MTRC","","Airport",991.849,""
"201911","Railways","MTRC","","LRT",7389.135,""
"201911","Railways","HKT","","",4058.557,""
"201911","Ferries","NWFF","","",1263.649,""
"201912","Railways","HKT","","",4742.796,""
"201912","Railways","MTRC","","LRT",9201.294,""
"201912","Railways","MTRC","","Airport",1074.651,""
"201912","Railways","MTRC","","Local",132658.556,""
"201912","Fran_Bus","NLB","","",2970.801,""
"201912","Fran_Bus","LWB","","",3956.594,""
"201912","Fran_Bus","NWFB","","",14096.233,""
"201912","Fran_Bus","CTB","2","",3128.92,""
"201912","Fran_Bus","CTB","1","",15628.556,""
"201912","Fran_Bus","KMB","","",85400.091,""
"201912","LRB","LRB","","",4689.455,""
"201912","RS","RS","","",6290.069,""
"201912","TAX","TAX","","",25360.885118,""
"201912","Ferries","LFS","","",1131.608,""
"201912","Ferries","STF","","",1368.726,""
"201912","Ferries","NWFF","","",1160.097,""
"201912","PLB","GMB","","",44393.937,""
"201912","PLB","RMB","","",8597.599,""
"202001","PLB","GMB","","",42146.611,""
"202001","PLB","RMB","","",7155.963,""
"202001","Ferries","NWFF","","",1094.713,""
"202001","Ferries","STF","","",1186.679,""
"202001","Ferries","LFS","","",1053.293,""
"202001","TAX","TAX","","",25023.64381,""
"202001","Fran_Bus","KMB","","",82192.443,""
"202001","Fran_Bus","CTB","1","",14689.945,""
"202001","Fran_Bus","CTB","2","",2882.459,""
"202001","Fran_Bus","NWFB","","",13489.176,""
"202001","Fran_Bus","LWB","","",3644.617,""
"202001","Fran_Bus","NLB","","",2734.946,""
"202001","Railways","MTRC","","Local",124729.862,""
"202001","Railways","MTRC","","Airport",971.979,""
"202001","Railways","MTRC","","LRT",10360.371,""
"202001","Railways","HKT","","",4340.29,""
"202001","RS","RS","","",5884.854,""
"202001","LRB","LRB","","",4190.442,""
"202002","Fran_Bus","KMB","","",50444.909,""
"202002","Fran_Bus","CTB","1","",9060.48,""
"202002","Fran_Bus","CTB","2","",1781.755,""
"202002","Fran_Bus","NWFB","","",8548.258,""
"202002","Fran_Bus","LWB","","",2383.39,""
"202002","Fran_Bus","NLB","","",1468.725,""
"202002","Railways","MTRC","","Local",71594.104,""
"202002","Railways","MTRC","","Airport",374.416,""
"202002","Railways","MTRC","","LRT",6623.436,""
"202002","Railways","HKT","","",2828.48,""
"202002","PLB","GMB","","",27406.574,""
"202002","PLB","RMB","","",4554.035,""
"202002","Ferries","NWFF","","",741.599,""
"202002","Ferries","STF","","",567.705,""
"202002","Ferries","LFS","","",785.48,""
"202002","TAX","TAX","","",16145.073,""
"202002","RS","RS","","",3972.209,""
"202002","LRB","LRB","","",2767.395,""
"202003","Fran_Bus","KMB","","",56592.999,""
"202003","Fran_Bus","CTB","1","",10153.76,""
"202003","Fran_Bus","CTB","2","",1799.113,""
"202003","Fran_Bus","NWFB","","",9610.342,""
"202003","Fran_Bus","LWB","","",2312.433,""
"202003","Fran_Bus","NLB","","",1591.909,""
"202003","Railways","MTRC","","Local",84083.822,""
"202003","Railways","MTRC","","Airport",258.791,""
"202003","Railways","MTRC","","LRT",7852.174,""
"202003","Railways","HKT","","",3164.057,""
"202003","PLB","GMB","","",31219.911,""
"202003","PLB","RMB","","",5027.648,""
"202003","Ferries","NWFF","","",871.012,""
"202003","Ferries","STF","","",630.134,""
"202003","Ferries","LFS","","",893.621,""
"202003","TAX","TAX","","",17955.405,""
"202003","RS","RS","","",4470.56,""
"202003","LRB","LRB","","",3157.123,""
"202004","PLB","GMB","","",28808.525,""
"202004","PLB","RMB","","",4664.313,""
"202004","Ferries","NWFF","","",829.494,""
"202004","Ferries","STF","","",583.237,""
"202004","Ferries","LFS","","",830.49,""
"202004","TAX","TAX","","",15951.841,""
"202004","RS","RS","","",3994.272,""
"202004","LRB","LRB","","",2927.014,""
"202004","Fran_Bus","KMB","","",52010.725,""
"202004","Fran_Bus","CTB","1","",9280.106,""
"202004","Fran_Bus","CTB","2","",1382.036,""
"202004","Fran_Bus","NWFB","","",8660.514,""
"202004","Fran_Bus","LWB","","",1857.256,""
"202004","Fran_Bus","NLB","","",1465.068,""
"202004","Railways","MTRC","","Local",74579.901,""
"202004","Railways","MTRC","","Airport",133.894,""
"202004","Railways","MTRC","","LRT",7467.693,""
"202004","Railways","HKT","","",2948.643,""
"202005","Fran_Bus","KMB","","",66755.597,""
"202005","Fran_Bus","CTB","1","",11446.926,""
"202005","Fran_Bus","CTB","2","",1584.696,""
"202005","Fran_Bus","NWFB","","",10594.035,""
"202005","Fran_Bus","LWB","","",2157.481,""
"202005","Fran_Bus","NLB","","",1759.678,""
"202005","Railways","MTRC","","Local",97036.015,""
"202005","Railways","MTRC","","Airport",155.894,""
"202005","Railways","MTRC","","LRT",9373.75,""
"202005","Railways","HKT","","",3544.05,""
"202005","PLB","GMB","","",34160.617,""
"202005","PLB","RMB","","",5508.212,""
"202005","Ferries","NWFF","","",1027.087,""
"202005","Ferries","STF","","",748.004,""
"202005","Ferries","LFS","","",1029.237,""
"202005","TAX","TAX","","",20977.143,""
"202005","RS","RS","","",5008.774,""
"202005","LRB","LRB","","",3494.719,""
"202006","Railways","MTRC","","Local",110105.314,""
"202006","Railways","MTRC","","Airport",177.026,""
"202006","Railways","MTRC","","LRT",10896.622,""
"202006","Railways","HKT","","",3790.431,""
"202006","Fran_Bus","KMB","","",74127.111,""
"202006","Fran_Bus","CTB","1","",12866.052,""
"202006","Fran_Bus","CTB","2","",1719.962,""
"202006","Fran_Bus","NWFB","","",11933.728,""
"202006","Fran_Bus","LWB","","",2306.59,""
"202006","Fran_Bus","NLB","","",1966.079,""
"202006","PLB","GMB","","",37886.606,""
"202006","PLB","RMB","","",6195.116,""
"202006","Ferries","NWFF","","",1028.56,""
"202006","Ferries","STF","","",745.331,""
"202006","Ferries","LFS","","",1047.274,""
"202006","TAX","TAX","","",23471.865,""
"202006","RS","RS","","",5507.89,""
"202006","LRB","LRB","","",3934.806,""
"202007","Fran_Bus","KMB","","",62290.882,""
"202007","LRB","LRB","","",3389.764,""
"202007","Fran_Bus","CTB","2","",1530.715,""
"202007","Fran_Bus","NWFB","","",10101.911,""
"202007","Fran_Bus","LWB","","",2166.302,""
"202007","Fran_Bus","NLB","","",1700.38,""
"202007","Railways","MTRC","","Local",91140.247,""
"202007","Railways","MTRC","","Airport",166.731,""
"202007","Railways","MTRC","","LRT",9233.883,""
"202007","Railways","HKT","","",3134.454,""
"202007","Fran_Bus","CTB","1","",10916.156,""
"202007","RS","RS","","",4819.297,""
"202007","TAX","TAX","","",19459.26,""
"202007","Ferries","LFS","","",896.533,""
"202007","Ferries","STF","","",568.804,""
"202007","Ferries","NWFF","","",868.125,""
"202007","PLB","RMB","","",5425.56,""
"202007","PLB","GMB","","",33013.552,""
"202008","TAX","TAX","","",17123.455,""
"202008","RS","RS","","",4327.513,""
"202008","Ferries","STF","","",490.879,""
"202008","Ferries","NWFF","","",765.38,""
"202008","PLB","RMB","","",4753.844,""
"202008","PLB","GMB","","",28970.129,""
"202008","LRB","LRB","","",2933.226,""
"202008","Railways","HKT","","",2839.528,""
"202008","Railways","MTRC","","LRT",7996.794,""
"202008","Railways","MTRC","","Airport",147.94,""
"202008","Railways","MTRC","","Local",78553.393,""
"202008","Fran_Bus","NLB","","",1477.645,""
"202008","Fran_Bus","LWB","","",1960.704,""
"202008","Fran_Bus","NWFB","","",8769.436,""
"202008","Fran_Bus","CTB","2","",1381.115,""
"202008","Fran_Bus","CTB","1","",9194.881,""
"202008","Fran_Bus","KMB","","",54056.402,""
"202008","Ferries","LFS","","",789.171,""
"202009","Fran_Bus","CTB","1","",11393.667,""
"202009","Fran_Bus","CTB","2","",1613.231,""
"202009","Fran_Bus","NWFB","","",10750.458,""
"202009","Fran_Bus","LWB","","",2218.001,""
"202009","Fran_Bus","NLB","","",1749.179,""
"202009","Railways","MTRC","","Local",100988.483,""
"202009","Railways","MTRC","","Airport",179.39,""
"202009","RS","RS","","",4905.428,""
"202009","TAX","TAX","","",21233.108,""
"202009","Ferries","LFS","","",924.519,""
"202009","Ferries","STF","","",602.743,""
"202009","Ferries","NWFF","","",883.505,""
"202009","PLB","RMB","","",5659.782,""
"202009","PLB","GMB","","",34275.867,""
"202009","LRB","LRB","","",3523.612,""
"202009","Fran_Bus","KMB","","",66658.39,""
"202009","Railways","MTRC","","LRT",9910.094,""
"202009","Railways","HKT","","",3364.643,""
"202010","Fran_Bus","CTB","1","",12864.512,""
"202010","LRB","LRB","","",4043.244,""
"202010","Fran_Bus","NWFB","","",12386.732,""
"202010","Fran_Bus","LWB","","",2405.971,""
"202010","Fran_Bus","NLB","","",2245.744,""
"202010","Railways","MTRC","","Local",113607.639,""
"202010","Railways","MTRC","","Airport",174.192,""
"202010","Railways","MTRC","","LRT",11520.96,""
"202010","Railways","HKT","","",3998.954,""
"202010","Fran_Bus","CTB","2","",1735.582,""
"202010","RS","RS","","",5213.352,""
"202010","TAX","TAX","","",22801.41,""
"202010","Ferries","LFS","","",1220.958,""
"202010","Ferries","STF","","",809.246,""
"202010","Ferries","NWFF","","",1171.441,""
"202010","PLB","RMB","","",6272.334,""
"202010","PLB","GMB","","",37992.801,""
"202010","Fran_Bus","KMB","","",74825.052,""
"202011","RS","RS","","",5121.155,""
"202011","LRB","LRB","","",4114.904,""
"202011","Ferries","LFS","","",1153.219,""
"202011","Ferries","STF","","",809.294,""
"202011","Ferries","NWFF","","",1071.114,""
"202011","PLB","RMB","","",6277.766,""
"202011","PLB","GMB","","",38187.421,""
"202011","Railways","HKT","","",3985.084,""
"202011","Railways","MTRC","","LRT",11381.353,""
"202011","Railways","MTRC","","Airport",170.813,""
"202011","Railways","MTRC","","Local",114395.723,""
"202011","Fran_Bus","NLB","","",2194.481,""
"202011","Fran_Bus","LWB","","",2445.079,""
"202011","Fran_Bus","NWFB","","",12435.97,""
"202011","Fran_Bus","CTB","2","",1788.823,""
"202011","Fran_Bus","CTB","1","",12951.953,""
"202011","Fran_Bus","KMB","","",75029.847,""
"202011","TAX","TAX","","",22160.656,""
"202012","Fran_Bus","CTB","1","",10409.923,""
"202012","Fran_Bus","CTB","2","",1591.282,""
"202012","Fran_Bus","NWFB","","",10009.429,""
"202012","Fran_Bus","LWB","","",2303.462,""
"202012","Fran_Bus","NLB","","",1899.355,""
"202012","Railways","MTRC","","Local",93022.073,""
"202012","Railways","MTRC","","Airport",159.337,""
"202012","Railways","MTRC","","LRT",9247.487,""
"202012","Fran_Bus","KMB","","",62562.604,""
"202012","RS","RS","","",4459.561,""
"202012","TAX","TAX","","",19144.375,""
"202012","Ferries","LFS","","",1001.961,""
"202012","Ferries","STF","","",786.886,""
"202012","Ferries","NWFF","","",936.235,""
"202012","PLB","RMB","","",5368.909,""
"202012","PLB","GMB","","",32628.961,""
"202012","Railways","HKT","","",3435.736,""
"202012","LRB","LRB","","",3600.756,""
"202101","PLB","GMB","","",33199.056,""
"202101","Railways","HKT","","",3419.433,""
"202101","Ferries","NWFF","","",924.633,""
"202101","Ferries","STF","","",628.757,""
"202101","Fran_Bus","KMB","","",62363.188,""
"202101","Fran_Bus","CTB","1","",10418.518,""
"202101","Ferries","LFS","","",975.834,""
"202101","TAX","TAX","","",18627.322,""
"202101","RS","RS","","",4435.367,""
"202101","LRB","LRB","","",3542.717,""
"202101","Fran_Bus","CTB","2","",1506.037,""
"202101","Fran_Bus","NWFB","","",9823.863,""
"202101","Fran_Bus","LWB","","",2282.569,""
"202101","Fran_Bus","NLB","","",1892.681,""
"202101","Railways","MTRC","","Local",93269.57,""
"202101","Railways","MTRC","","Airport",155.823,""
"202101","Railways","MTRC","","LRT",9245.954,""
"202101","PLB","RMB","","",5449.416,""
"202102","Fran_Bus","KMB","","",60201.815,""
"202102","Railways","HKT","","",3349.858,""
"202102","Fran_Bus","CTB","2","",1398.578,""
"202102","Fran_Bus","NWFB","","",9674.763,""
"202102","Fran_Bus","LWB","","",2091.204,""
"202102","Fran_Bus","NLB","","",1986.587,""
"202102","PLB","GMB","","",31490.606,""
"202102","PLB","RMB","","",5210.56,""
"202102","Ferries","NWFF","","",1058.952,""
"202102","Ferries","STF","","",706.95,""
"202102","Ferries","LFS","","",1073.67,""
"202102","TAX","TAX","","",19261.76,""
"202102","RS","RS","","",4301.281,""
"202102","LRB","LRB","","",3291.028,""
"202102","Railways","MTRC","","Local",91442.775,""
"202102","Railways","MTRC","","Airport",143.793,""
"202102","Railways","MTRC","","LRT",9121.316,""
"202102","Fran_Bus","CTB","1","",10136.263,""
"202103","Fran_Bus","KMB","","",74212.695,""
"202103","LRB","LRB","","",4113.521,""
"202103","Fran_Bus","CTB","2","",1715.885,""
"202103","Fran_Bus","NWFB","","",11950.916,""
"202103","Fran_Bus","LWB","","",2475.977,""
"202103","Fran_Bus","NLB","","",2132.789,""
"202103","Railways","MTRC","","Local",114528.264,""
"202103","Railways","MTRC","","Airport",178.271,""
"202103","Railways","MTRC","","LRT",11306.16,""
"202103","Railways","HKT","","",3941.152,""
"202103","PLB","GMB","","",38298.216,""
"202103","PLB","RMB","","",6346.661,""
"202103","Ferries","NWFF","","",1115.419,""
"202103","Ferries","STF","","",756.789,""
"202103","Ferries","LFS","","",1111.701,""
"202103","TAX","TAX","","",22092.006,""
"202103","RS","RS","","",5152.067,""
"202103","Fran_Bus","CTB","1","",12572.242,""
"202104","Fran_Bus","KMB","","",73900.272,""
"202104","Railways","HKT","","",4076.771,""
"202104","Fran_Bus","CTB","2","",1700.014,""
"202104","Fran_Bus","NWFB","","",11975.555,""
"202104","Fran_Bus","LWB","","",2431.112,""
"202104","Ferries","LFS","","",1263.703,""
"202104","TAX","TAX","","",22069.165,""
"202104","RS","RS","","",5180.76,""
"202104","LRB","LRB","","",3994.718,""
"202104","Fran_Bus","NLB","","",2153.909,""
"202104","Railways","MTRC","","Local",111126.717,""
"202104","PLB","GMB","","",37624.758,""
"202104","PLB","RMB","","",6248.997,""
"202104","Ferries","NWFF","","",1159.88,""
