link_id,type,length_m,freespeed_mps,modes,source_line_id,source_line_name,mid_nearest_road_distance_m
syn_bus_link_000021,synthetic_bus_trajectory,31.184,13.89,"car,pt",350100010037,18路(火车站南广场--仁山路利嘉国际商业城),95.523
syn_bus_link_000022,synthetic_bus_trajectory,36.935,13.89,"car,pt",350100010037,18路(火车站南广场--仁山路利嘉国际商业城),81.712
syn_bus_link_000023,synthetic_bus_trajectory,36.935,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),81.712
syn_bus_link_000024,synthetic_bus_trajectory,31.184,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),95.523
syn_bus_link_000025,synthetic_bus_trajectory,34.131,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),105.545
syn_bus_link_000026,synthetic_bus_trajectory,41.391,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),112.54
syn_bus_link_000027,synthetic_bus_trajectory,24.144,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),115.229
syn_bus_link_000028,synthetic_bus_trajectory,26.887,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),114.487
syn_bus_link_000029,synthetic_bus_trajectory,20.573,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),111.861
syn_bus_link_000030,synthetic_bus_trajectory,24.94,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),107.45
syn_bus_link_000031,synthetic_bus_trajectory,16.616,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),102.145
syn_bus_link_000032,synthetic_bus_trajectory,23.379,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),95.389
syn_bus_link_000033,synthetic_bus_trajectory,12.107,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),88.889
syn_bus_link_000034,synthetic_bus_trajectory,3.902,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),85.57
syn_bus_link_000035,synthetic_bus_trajectory,65.216,13.89,"car,pt",350100010038,18路(仁山路利嘉国际商业城--火车站南广场),82.42
syn_bus_link_000036,synthetic_bus_trajectory,38.223,13.89,"car,pt",350100010043,22路(罗汉山隧道西--淮安公交总站),110.604
syn_bus_link_000037,synthetic_bus_trajectory,70.059,13.89,"car,pt",350100010043,22路(罗汉山隧道西--淮安公交总站),84.041
syn_bus_link_000038,synthetic_bus_trajectory,68.22,13.89,"car,pt",350100010044,22路(淮安公交总站--罗汉山隧道西站),89.856
syn_bus_link_000039,synthetic_bus_trajectory,11.508,13.89,"car,pt",350100010044,22路(淮安公交总站--罗汉山隧道西站),99.365
syn_bus_link_000040,synthetic_bus_trajectory,39.41,13.89,"car,pt",350100010044,22路(淮安公交总站--罗汉山隧道西站),112.431
syn_bus_link_000041,synthetic_bus_trajectory,67.433,13.89,"car,pt",350100010049,29路(敬老线路)(鼓山公交总站--金牛山公园),97.339
syn_bus_link_000042,synthetic_bus_trajectory,60.238,13.89,"car,pt",350100010050,29路(敬老线路)(金牛山公园--鼓山公交总站),91.347
syn_bus_link_000043,synthetic_bus_trajectory,14.869,13.89,"car,pt",350100010051,30路(尚干--台江广场),559.44
syn_bus_link_000044,synthetic_bus_trajectory,36.964,13.89,"car,pt",350100010051,30路(尚干--台江广场),550.68
syn_bus_link_000045,synthetic_bus_trajectory,18.529,13.89,"car,pt",350100010051,30路(尚干--台江广场),543.227
syn_bus_link_000046,synthetic_bus_trajectory,19.184,13.89,"car,pt",350100010051,30路(尚干--台江广场),542.274
syn_bus_link_000047,synthetic_bus_trajectory,15.669,13.89,"car,pt",350100010051,30路(尚干--台江广场),545.773
syn_bus_link_000048,synthetic_bus_trajectory,21.673,13.89,"car,pt",350100010051,30路(尚干--台江广场),553.657
syn_bus_link_000049,synthetic_bus_trajectory,45.843,13.89,"car,pt",350100010051,30路(尚干--台江广场),572.713
syn_bus_link_000050,synthetic_bus_trajectory,45.843,13.89,"car,pt",350100010051,30路(尚干--台江广场),601.659
syn_bus_link_000051,synthetic_bus_trajectory,27.96,13.89,"car,pt",350100010051,30路(尚干--台江广场),626.73
syn_bus_link_000052,synthetic_bus_trajectory,35.115,13.89,"car,pt",350100010051,30路(尚干--台江广场),649.685
syn_bus_link_000053,synthetic_bus_trajectory,19.886,13.89,"car,pt",350100010051,30路(尚干--台江广场),671.387
syn_bus_link_000054,synthetic_bus_trajectory,11.055,13.89,"car,pt",350100010051,30路(尚干--台江广场),685.066
syn_bus_link_000055,synthetic_bus_trajectory,37.151,13.89,"car,pt",350100010051,30路(尚干--台江广场),708.509
syn_bus_link_000056,synthetic_bus_trajectory,52.857,13.89,"car,pt",350100010051,30路(尚干--台江广场),753.017
syn_bus_link_000057,synthetic_bus_trajectory,24.5,13.89,"car,pt",350100010051,30路(尚干--台江广场),750.516
syn_bus_link_000058,synthetic_bus_trajectory,17.38,13.89,"car,pt",350100010051,30路(尚干--台江广场),731.038
syn_bus_link_000059,synthetic_bus_trajectory,13.546,13.89,"car,pt",350100010051,30路(尚干--台江广场),715.802
syn_bus_link_000060,synthetic_bus_trajectory,24.128,13.89,"car,pt",350100010051,30路(尚干--台江广场),697.087
syn_bus_link_000061,synthetic_bus_trajectory,52.099,13.89,"car,pt",350100010051,30路(尚干--台江广场),659.701
syn_bus_link_000062,synthetic_bus_trajectory,52.099,13.89,"car,pt",350100010051,30路(尚干--台江广场),608.96
syn_bus_link_000063,synthetic_bus_trajectory,49.928,13.89,"car,pt",350100010051,30路(尚干--台江广场),559.346
syn_bus_link_000064,synthetic_bus_trajectory,50.353,13.89,"car,pt",350100010051,30路(尚干--台江广场),510.165
syn_bus_link_000065,synthetic_bus_trajectory,52.024,13.89,"car,pt",350100010051,30路(尚干--台江广场),459.346
syn_bus_link_000066,synthetic_bus_trajectory,71.822,13.89,"car,pt",350100010051,30路(尚干--台江广场),397.506
syn_bus_link_000067,synthetic_bus_trajectory,64.829,13.89,"car,pt",350100010051,30路(尚干--台江广场),329.186
syn_bus_link_000068,synthetic_bus_trajectory,64.829,13.89,"car,pt",350100010051,30路(尚干--台江广场),264.361
syn_bus_link_000069,synthetic_bus_trajectory,64.829,13.89,"car,pt",350100010051,30路(尚干--台江广场),199.539
syn_bus_link_000070,synthetic_bus_trajectory,64.829,13.89,"car,pt",350100010051,30路(尚干--台江广场),134.722
syn_bus_link_000071,synthetic_bus_trajectory,14.35,13.89,"car,pt",350100010051,30路(尚干--台江广场),95.145
syn_bus_link_000072,synthetic_bus_trajectory,14.733,13.89,"car,pt",350100010051,30路(尚干--台江广场),80.616
syn_bus_link_000073,synthetic_bus_trajectory,44.75,13.89,"car,pt",350100010051,30路(尚干--台江广场),91.851
syn_bus_link_000074,synthetic_bus_trajectory,40.325,13.89,"car,pt",350100010052,30路(台江广场--尚干),84.782
syn_bus_link_000075,synthetic_bus_trajectory,14.724,13.89,"car,pt",350100010052,30路(台江广场--尚干),81.972
syn_bus_link_000076,synthetic_bus_trajectory,42.494,13.89,"car,pt",350100010052,30路(台江广场--尚干),110.364
syn_bus_link_000077,synthetic_bus_trajectory,42.494,13.89,"car,pt",350100010052,30路(台江广场--尚干),152.461
syn_bus_link_000078,synthetic_bus_trajectory,41.227,13.89,"car,pt",350100010052,30路(台江广场--尚干),193.974
syn_bus_link_000079,synthetic_bus_trajectory,49.878,13.89,"car,pt",350100010052,30路(台江广场--尚干),239.262
syn_bus_link_000080,synthetic_bus_trajectory,59.773,13.89,"car,pt",350100010052,30路(台江广场--尚干),293.812
syn_bus_link_000081,synthetic_bus_trajectory,59.773,13.89,"car,pt",350100010052,30路(台江广场--尚干),353.343
syn_bus_link_000082,synthetic_bus_trajectory,48.253,13.89,"car,pt",350100010052,30路(台江广场--尚干),407.262
syn_bus_link_000083,synthetic_bus_trajectory,27.556,13.89,"car,pt",350100010052,30路(台江广场--尚干),445.147
syn_bus_link_000084,synthetic_bus_trajectory,41.037,13.89,"car,pt",350100010052,30路(台江广场--尚干),479.303
syn_bus_link_000085,synthetic_bus_trajectory,50.723,13.89,"car,pt",350100010052,30路(台江广场--尚干),524.712
syn_bus_link_000086,synthetic_bus_trajectory,33.571,13.89,"car,pt",350100010052,30路(台江广场--尚干),566.041
syn_bus_link_000087,synthetic_bus_trajectory,27.094,13.89,"car,pt",350100010052,30路(台江广场--尚干),595.514
syn_bus_link_000088,synthetic_bus_trajectory,44.909,13.89,"car,pt",350100010052,30路(台江广场--尚干),630.417
syn_bus_link_000089,synthetic_bus_trajectory,44.909,13.89,"car,pt",350100010052,30路(台江广场--尚干),674.025
syn_bus_link_000090,synthetic_bus_trajectory,39.734,13.89,"car,pt",350100010052,30路(台江广场--尚干),715.562
syn_bus_link_000091,synthetic_bus_trajectory,9.233,13.89,"car,pt",350100010052,30路(台江广场--尚干),739.847
syn_bus_link_000092,synthetic_bus_trajectory,18.812,13.89,"car,pt",350100010052,30路(台江广场--尚干),753.71
syn_bus_link_000093,synthetic_bus_trajectory,18.208,13.89,"car,pt",350100010052,30路(台江广场--尚干),770.966
syn_bus_link_000094,synthetic_bus_trajectory,23.237,13.89,"car,pt",350100010052,30路(台江广场--尚干),770.049
syn_bus_link_000095,synthetic_bus_trajectory,24.309,13.89,"car,pt",350100010052,30路(台江广场--尚干),746.413
syn_bus_link_000096,synthetic_bus_trajectory,22.075,13.89,"car,pt",350100010052,30路(台江广场--尚干),723.256
syn_bus_link_000097,synthetic_bus_trajectory,14.55,13.89,"car,pt",350100010052,30路(台江广场--尚干),705.026
syn_bus_link_000098,synthetic_bus_trajectory,16.742,13.89,"car,pt",350100010052,30路(台江广场--尚干),689.734
syn_bus_link_000099,synthetic_bus_trajectory,21.283,13.89,"car,pt",350100010052,30路(台江广场--尚干),672.394
syn_bus_link_000100,synthetic_bus_trajectory,34.76,13.89,"car,pt",350100010052,30路(台江广场--尚干),650.226
syn_bus_link_000101,synthetic_bus_trajectory,2.095,13.89,"car,pt",350100010052,30路(台江广场--尚干),636.678
syn_bus_link_000102,synthetic_bus_trajectory,44.273,13.89,"car,pt",350100010052,30路(台江广场--尚干),621.404
syn_bus_link_000103,synthetic_bus_trajectory,30.749,13.89,"car,pt",350100010052,30路(台江广场--尚干),598.554
syn_bus_link_000104,synthetic_bus_trajectory,14.469,13.89,"car,pt",350100010052,30路(台江广场--尚干),587.016
syn_bus_link_000105,synthetic_bus_trajectory,6.471,13.89,"car,pt",350100010052,30路(台江广场--尚干),583.366
syn_bus_link_000106,synthetic_bus_trajectory,6.348,13.89,"car,pt",350100010052,30路(台江广场--尚干),582.197
syn_bus_link_000107,synthetic_bus_trajectory,19.815,13.89,"car,pt",350100010052,30路(台江广场--尚干),582.62
syn_bus_link_000108,synthetic_bus_trajectory,54.142,13.89,"car,pt",350100010052,30路(台江广场--尚干),590.025
syn_bus_link_000109,synthetic_bus_trajectory,32.719,13.89,"car,pt",350100010052,30路(台江广场--尚干),602.93
syn_bus_link_000110,synthetic_bus_trajectory,11.312,13.89,"car,pt",350100010052,30路(台江广场--尚干),610.811
syn_bus_link_000111,synthetic_bus_trajectory,55.066,13.89,"car,pt",350100010052,30路(台江广场--尚干),623.952
syn_bus_link_000112,synthetic_bus_trajectory,56.501,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),96.742
syn_bus_link_000113,synthetic_bus_trajectory,56.501,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),153.242
syn_bus_link_000114,synthetic_bus_trajectory,56.501,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),209.743
syn_bus_link_000115,synthetic_bus_trajectory,27.853,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),251.919
syn_bus_link_000116,synthetic_bus_trajectory,32.266,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),171.218
syn_bus_link_000117,synthetic_bus_trajectory,35.951,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),188.295
syn_bus_link_000118,synthetic_bus_trajectory,33.396,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),202.325
syn_bus_link_000119,synthetic_bus_trajectory,24.576,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),211.256
syn_bus_link_000120,synthetic_bus_trajectory,55.788,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),217.206
syn_bus_link_000121,synthetic_bus_trajectory,29.075,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),219.366
syn_bus_link_000122,synthetic_bus_trajectory,27.449,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),216.791
syn_bus_link_000123,synthetic_bus_trajectory,67.384,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),209.523
syn_bus_link_000124,synthetic_bus_trajectory,67.384,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),198.739
syn_bus_link_000125,synthetic_bus_trajectory,67.384,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),187.954
syn_bus_link_000126,synthetic_bus_trajectory,6.18,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),182.166
syn_bus_link_000127,synthetic_bus_trajectory,61.937,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),175.985
syn_bus_link_000128,synthetic_bus_trajectory,21.8,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),168.54
syn_bus_link_000129,synthetic_bus_trajectory,53.551,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),162.434
syn_bus_link_000130,synthetic_bus_trajectory,53.551,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),153.539
syn_bus_link_000131,synthetic_bus_trajectory,35.245,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),145.972
syn_bus_link_000132,synthetic_bus_trajectory,40.729,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),139.814
syn_bus_link_000133,synthetic_bus_trajectory,56.27,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),131.28
syn_bus_link_000134,synthetic_bus_trajectory,23.324,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),123.621
syn_bus_link_000135,synthetic_bus_trajectory,55.143,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),117.279
syn_bus_link_000136,synthetic_bus_trajectory,55.143,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),108.923
syn_bus_link_000137,synthetic_bus_trajectory,13.385,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),103.672
syn_bus_link_000138,synthetic_bus_trajectory,39.013,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),99.453
syn_bus_link_000139,synthetic_bus_trajectory,31.922,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),93.617
syn_bus_link_000140,synthetic_bus_trajectory,78.094,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),84.366
syn_bus_link_000141,synthetic_bus_trajectory,69.999,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),106.647
syn_bus_link_000152,synthetic_bus_trajectory,46.228,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),120.652
syn_bus_link_000153,synthetic_bus_trajectory,8.691,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),148.103
syn_bus_link_000154,synthetic_bus_trajectory,59.804,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),182.191
syn_bus_link_000155,synthetic_bus_trajectory,37.693,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),230.822
syn_bus_link_000156,synthetic_bus_trajectory,12.907,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),256.114
syn_bus_link_000157,synthetic_bus_trajectory,16.835,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),270.969
syn_bus_link_000158,synthetic_bus_trajectory,31.241,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),294.935
syn_bus_link_000159,synthetic_bus_trajectory,69.824,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),344.961
syn_bus_link_000160,synthetic_bus_trajectory,65.344,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),411.771
syn_bus_link_000161,synthetic_bus_trajectory,52.89,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),469.91
syn_bus_link_000162,synthetic_bus_trajectory,64.395,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),527.361
syn_bus_link_000163,synthetic_bus_trajectory,66.2,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),591.157
syn_bus_link_000164,synthetic_bus_trajectory,52.487,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),637.781
syn_bus_link_000165,synthetic_bus_trajectory,43.311,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),660.454
syn_bus_link_000166,synthetic_bus_trajectory,74.689,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),685.763
syn_bus_link_000167,synthetic_bus_trajectory,50.215,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),293.014
syn_bus_link_000168,synthetic_bus_trajectory,52.958,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),294.451
syn_bus_link_000169,synthetic_bus_trajectory,54.868,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),293.993
syn_bus_link_000170,synthetic_bus_trajectory,54.868,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),292.752
syn_bus_link_000171,synthetic_bus_trajectory,66.167,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),290.58
syn_bus_link_000172,synthetic_bus_trajectory,66.167,13.89,"car,pt",350100010053,33路(公交仁德站--白沙),287.478
syn_bus_link_000173,synthetic_bus_trajectory,66.167,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),287.478
syn_bus_link_000174,synthetic_bus_trajectory,66.167,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),290.58
syn_bus_link_000175,synthetic_bus_trajectory,54.868,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),292.752
syn_bus_link_000176,synthetic_bus_trajectory,54.868,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),293.993
syn_bus_link_000177,synthetic_bus_trajectory,52.958,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),294.451
syn_bus_link_000178,synthetic_bus_trajectory,50.215,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),293.014
syn_bus_link_000179,synthetic_bus_trajectory,74.689,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),685.763
syn_bus_link_000180,synthetic_bus_trajectory,43.311,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),660.454
syn_bus_link_000181,synthetic_bus_trajectory,52.487,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),637.781
syn_bus_link_000182,synthetic_bus_trajectory,66.2,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),591.157
syn_bus_link_000183,synthetic_bus_trajectory,39.958,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),539.407
syn_bus_link_000184,synthetic_bus_trajectory,24.445,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),507.81
syn_bus_link_000185,synthetic_bus_trajectory,52.89,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),469.91
syn_bus_link_000186,synthetic_bus_trajectory,65.344,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),411.771
syn_bus_link_000187,synthetic_bus_trajectory,69.824,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),344.961
syn_bus_link_000188,synthetic_bus_trajectory,31.241,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),294.935
syn_bus_link_000189,synthetic_bus_trajectory,29.742,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),264.52
syn_bus_link_000190,synthetic_bus_trajectory,12.23,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),243.552
syn_bus_link_000191,synthetic_bus_trajectory,25.463,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),224.708
syn_bus_link_000192,synthetic_bus_trajectory,59.804,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),182.191
syn_bus_link_000193,synthetic_bus_trajectory,8.691,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),148.103
syn_bus_link_000194,synthetic_bus_trajectory,46.228,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),120.652
syn_bus_link_000202,synthetic_bus_trajectory,47.072,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),103.996
syn_bus_link_000203,synthetic_bus_trajectory,46.563,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),84.401
syn_bus_link_000204,synthetic_bus_trajectory,12.242,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),89.029
syn_bus_link_000205,synthetic_bus_trajectory,27.815,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),92.337
syn_bus_link_000206,synthetic_bus_trajectory,8.95,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),95.411
syn_bus_link_000207,synthetic_bus_trajectory,17.174,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),97.91
syn_bus_link_000208,synthetic_bus_trajectory,10.758,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),99.687
syn_bus_link_000209,synthetic_bus_trajectory,1.144,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),100.449
syn_bus_link_000210,synthetic_bus_trajectory,5.212,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),100.904
syn_bus_link_000211,synthetic_bus_trajectory,62.543,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),106.261
syn_bus_link_000212,synthetic_bus_trajectory,16.945,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),111.841
syn_bus_link_000213,synthetic_bus_trajectory,40.631,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),116.858
syn_bus_link_000214,synthetic_bus_trajectory,40.631,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),124.098
syn_bus_link_000215,synthetic_bus_trajectory,24.515,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),129.911
syn_bus_link_000216,synthetic_bus_trajectory,51.204,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),136.293
syn_bus_link_000217,synthetic_bus_trajectory,43.885,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),144.203
syn_bus_link_000218,synthetic_bus_trajectory,62.77,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),152.949
syn_bus_link_000219,synthetic_bus_trajectory,11.517,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),158.856
syn_bus_link_000220,synthetic_bus_trajectory,11.963,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),160.767
syn_bus_link_000221,synthetic_bus_trajectory,17.353,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),163.267
syn_bus_link_000222,synthetic_bus_trajectory,59.06,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),169.573
syn_bus_link_000223,synthetic_bus_trajectory,53.059,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),178.692
syn_bus_link_000224,synthetic_bus_trajectory,53.059,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),187.26
syn_bus_link_000225,synthetic_bus_trajectory,59.782,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),196.281
syn_bus_link_000226,synthetic_bus_trajectory,59.782,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),205.756
syn_bus_link_000227,synthetic_bus_trajectory,26.534,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),210.614
syn_bus_link_000228,synthetic_bus_trajectory,22.737,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),209.847
syn_bus_link_000229,synthetic_bus_trajectory,53.609,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),203.559
syn_bus_link_000230,synthetic_bus_trajectory,19.649,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),195.027
syn_bus_link_000231,synthetic_bus_trajectory,28.553,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),185.959
syn_bus_link_000232,synthetic_bus_trajectory,23.056,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),173.942
syn_bus_link_000233,synthetic_bus_trajectory,50.12,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),153.231
syn_bus_link_000234,synthetic_bus_trajectory,42.424,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),217.643
syn_bus_link_000235,synthetic_bus_trajectory,42.424,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),175.26
syn_bus_link_000236,synthetic_bus_trajectory,54.763,13.89,"car,pt",350100010054,33路(白沙--公交仁德站),126.748
syn_bus_link_000237,synthetic_bus_trajectory,26.696,13.89,"car,pt",350100010055,36路(青芝山风景区(秦川)--鼓山公交总站),2447.34
syn_bus_link_000238,synthetic_bus_trajectory,34.182,13.89,"car,pt",350100010055,36路(青芝山风景区(秦川)--鼓山公交总站),2418.086
syn_bus_link_000239,synthetic_bus_trajectory,30.896,13.89,"car,pt",350100010055,36路(青芝山风景区(秦川)--鼓山公交总站),2386.213
syn_bus_link_000240,synthetic_bus_trajectory,23.801,13.89,"car,pt",350100010055,36路(青芝山风景区(秦川)--鼓山公交总站),2359.069
syn_bus_link_000241,synthetic_bus_trajectory,38.345,13.89,"car,pt",350100010055,36路(青芝山风景区(秦川)--鼓山公交总站),2328.048
syn_bus_link_000242,synthetic_bus_trajectory,42.689,13.89,"car,pt",350100010055,36路(青芝山风景区(秦川)--鼓山公交总站),2287.964
