matsim_line_id,matsim_route_id,official_operator,official_operator_components_json,official_route_id,official_route_sequence,operator_scope_status,route_franchise_scope_status,json_direction_status,json_route_key,csdi_route_key,csdi_exact_key_match,csdi_candidate_count,csdi_object_ids_json,csdi_source_feature_indices_json,csdi_key_multiplicity_status,matsim_route_suffix,matsim_route_suffix_used_as_scope_evidence,scope_evidence_method,scope_evidence_source_file,scope_evidence_sha256,mapping_quality,unresolved_reason
line_bus_1000016,bus_1000016_1,KMB,"[""KMB""]",1000016,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000016|1,KMB|1000016|1,True,1,[1713],[1712],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000016,bus_1000016_2,KMB,"[""KMB""]",1000016,2,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000016|2,KMB|1000016|2,True,1,[1714],[1713],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000021,bus_1000021_1,KMB,"[""KMB""]",1000021,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000021|1,KMB|1000021|1,True,1,[1715],[1714],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000022,bus_1000022_1,LWB,"[""LWB""]",1000022,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000022|1,LWB|1000022|1,True,1,[1716],[1715],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000022,bus_1000022_2,LWB,"[""LWB""]",1000022,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000022|2,LWB|1000022|2,True,1,[1717],[1716],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000023,bus_1000023_1,LWB,"[""LWB""]",1000023,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000023|1,LWB|1000023|1,True,1,[1718],[1717],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000023,bus_1000023_2,LWB,"[""LWB""]",1000023,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000023|2,LWB|1000023|2,True,1,[1719],[1718],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000024,bus_1000024_1,KMB,"[""KMB""]",1000024,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000024|1,KMB|1000024|1,True,1,[1720],[1719],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000025,bus_1000025_1,LWB,"[""LWB""]",1000025,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000025|1,LWB|1000025|1,True,1,[1721],[1720],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000025,bus_1000025_2,LWB,"[""LWB""]",1000025,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000025|2,LWB|1000025|2,True,1,[1722],[1721],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000026,bus_1000026_1,LWB,"[""LWB""]",1000026,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000026|1,LWB|1000026|1,True,1,[1723],[1722],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000026,bus_1000026_2,LWB,"[""LWB""]",1000026,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000026|2,LWB|1000026|2,True,1,[1724],[1723],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000027,bus_1000027_1,LWB,"[""LWB""]",1000027,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000027|1,LWB|1000027|1,True,1,[1725],[1724],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000027,bus_1000027_2,LWB,"[""LWB""]",1000027,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000027|2,LWB|1000027|2,True,1,[1726],[1725],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000028,bus_1000028_1,LWB,"[""LWB""]",1000028,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000028|1,LWB|1000028|1,True,1,[1727],[1726],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000028,bus_1000028_2,LWB,"[""LWB""]",1000028,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000028|2,LWB|1000028|2,True,1,[1728],[1727],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000029,bus_1000029_1,LWB,"[""LWB""]",1000029,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000029|1,LWB|1000029|1,True,1,[1729],[1728],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000029,bus_1000029_2,LWB,"[""LWB""]",1000029,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000029|2,LWB|1000029|2,True,1,[1730],[1729],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000031,bus_1000031_1,LWB,"[""LWB""]",1000031,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000031|1,LWB|1000031|1,True,1,[1731],[1730],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000033,bus_1000033_1,LWB,"[""LWB""]",1000033,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000033|1,LWB|1000033|1,True,1,[1732],[1731],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000035,bus_1000035_1,KMB,"[""KMB""]",1000035,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000035|1,KMB|1000035|1,True,1,[1733],[1732],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000037,bus_1000037_1,KMB,"[""KMB""]",1000037,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000037|1,KMB|1000037|1,True,1,[1734],[1733],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000044,bus_1000044_1,KMB,"[""KMB""]",1000044,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000044|1,KMB|1000044|1,True,1,[1735],[1734],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000044,bus_1000044_2,KMB,"[""KMB""]",1000044,2,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000044|2,KMB|1000044|2,True,1,[1736],[1735],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000045,bus_1000045_1,KMB,"[""KMB""]",1000045,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000045|1,KMB|1000045|1,True,1,[1737],[1736],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000045,bus_1000045_2,KMB,"[""KMB""]",1000045,2,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000045|2,KMB|1000045|2,True,1,[1738],[1737],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000046,bus_1000046_1,KMB,"[""KMB""]",1000046,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000046|1,KMB|1000046|1,True,1,[1739],[1738],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000047,bus_1000047_1,LWB,"[""LWB""]",1000047,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000047|1,LWB|1000047|1,True,1,[1740],[1739],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000047,bus_1000047_2,LWB,"[""LWB""]",1000047,2,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000047|2,LWB|1000047|2,True,1,[1741],[1740],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000048,bus_1000048_1,KMB,"[""KMB""]",1000048,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000048|1,KMB|1000048|1,True,1,[1742],[1741],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000049,bus_1000049_1,LWB,"[""LWB""]",1000049,1,confirmed_franchised_operator,confirmed_franchised_route,exact,LWB|1000049|1,LWB|1000049|1,True,1,[1743],[1742],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000051,bus_1000051_1,CTB,"[""CTB""]",1000051,1,confirmed_franchised_operator,confirmed_franchised_route,exact,CTB|1000051|1,CTB|1000051|1,True,1,[1744],[1743],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000052,bus_1000052_1,CTB,"[""CTB""]",1000052,1,confirmed_franchised_operator,confirmed_franchised_route,exact,CTB|1000052|1,CTB|1000052|1,True,1,[1745],[1744],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000053,bus_1000053_1,CTB,"[""CTB""]",1000053,1,confirmed_franchised_operator,confirmed_franchised_route,exact,CTB|1000053|1,CTB|1000053|1,True,1,[1746],[1745],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000054,bus_1000054_1,CTB,"[""CTB""]",1000054,1,confirmed_franchised_operator,confirmed_franchised_route,exact,CTB|1000054|1,CTB|1000054|1,True,1,[1747],[1746],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000055,bus_1000055_1,CTB,"[""CTB""]",1000055,1,confirmed_franchised_operator,confirmed_franchised_route,exact,CTB|1000055|1,CTB|1000055|1,True,1,[1748],[1747],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000059,bus_1000059_1,KMB,"[""KMB""]",1000059,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000059|1,KMB|1000059|1,True,1,[1749],[1748],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000059,bus_1000059_2,KMB,"[""KMB""]",1000059,2,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000059|2,KMB|1000059|2,True,1,[1750],[1749],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000061,bus_1000061_1,CTB,"[""CTB""]",1000061,1,confirmed_franchised_operator,confirmed_franchised_route,exact,CTB|1000061|1,CTB|1000061|1,True,1,[1751],[1750],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000063,bus_1000063_1,KMB,"[""KMB""]",1000063,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000063|1,KMB|1000063|1,True,1,[1752],[1751],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000063,bus_1000063_2,KMB,"[""KMB""]",1000063,2,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000063|2,KMB|1000063|2,True,1,[1753],[1752],unique_feature,2,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
line_bus_1000064,bus_1000064_1,KMB,"[""KMB""]",1000064,1,confirmed_franchised_operator,confirmed_franchised_route,exact,KMB|1000064|1,KMB|1000064|1,True,1,[1754],[1753],unique_feature,1,False,exact_companyCode_routeId_routeSeq_key_in_CSDI_franchised_bus_geometry,data/transit/hongkong/API_Supplements/geometry/franchised_bus_routes.geojson,16fb3f75a7fbe8dbe32788365b5b48ab76ce65dfda561f344dc2106ec7c7b417,A,
